"fips","year","med_rent_2br"
"32023","2007",687
"32023","2008",696
"32023","2009",735
"32023","2010",770
"32023","2011",750
"32023","2012",816
"32023","2013",881
"32023","2014",897
"32023","2015",850
"32023","2016",798
"32023","2017",759
"32023","2018",869
"32027","2007",736
"32027","2008",763
"32027","2009",806
"32027","2010",845
"32027","2011",823
"32027","2012",665
"32027","2013",639
"32027","2014",648
"32027","2015",643
"32027","2016",658
"32027","2017",681
"32027","2018",697
"32029","2007",960
"32029","2008",994
"32029","2009",1019
"32029","2010",1079
"32029","2011",924
"32029","2012",981
"32029","2013",1012
"32029","2014",983
"32029","2015",981
"32029","2016",991
"32029","2017",984
"32029","2018",1047
"32031","2007",960
"32031","2008",994
"32031","2009",1019
"32031","2010",1079
"32031","2011",924
"32031","2012",981
"32031","2013",1012
"32031","2014",983
"32031","2015",981
"32031","2016",991
"32031","2017",984
"32031","2018",1047
"32033","2007",736
"32033","2008",763
"32033","2009",806
"32033","2010",845
"32033","2011",823
"32033","2012",723
"32033","2013",769
"32033","2014",811
"32033","2015",806
"32033","2016",874
"32033","2017",889
"32033","2018",980
"32510","2007",843
"32510","2008",875
"32510","2009",923
"32510","2010",967
"32510","2011",941
"32510","2012",892
"32510","2013",931
"32510","2014",927
"32510","2015",921
"32510","2016",899
"32510","2017",876
"32510","2018",907
"33001","2007",800
"33001","2008",937
"33001","2009",937
"33001","2010",944
"33001","2011",948
"33001","2012",940
"33001","2013",1063
"33001","2014",994
"33001","2015",1049
"33001","2016",1035
"33001","2017",1044
"33001","2018",1139
"33003","2007",814
"33003","2008",953
"33003","2009",954
"33003","2010",960
"33003","2011",965
"33003","2012",947
"33003","2013",1067
"33003","2014",1058
"33003","2015",1079
"33003","2016",1005
"33003","2017",1030
"33003","2018",1106
"33005","2007",867
"33005","2008",1015
"33005","2009",1015
"33005","2010",1022
"33005","2011",1026
"33005","2012",1000
"33005","2013",1053
"33005","2014",1024
"33005","2015",1098
"33005","2016",1113
"33005","2017",1101
"33005","2018",1193
"33007","2007",575
"33007","2008",672
"33007","2009",673
"33007","2010",678
"33007","2011",681
"33007","2012",631
"33007","2013",730
"33007","2014",696
"33007","2015",744
"33007","2016",724
"33007","2017",740
"33007","2018",840
"33009","2007",811
"33009","2008",949
"33009","2009",949
"33009","2010",956
"33009","2011",960
"33009","2012",990
"33009","2013",1083
"33009","2014",1093
"33009","2015",1362
"33009","2016",1060
"33009","2017",1247
"33009","2018",1144
"33011","2007",1200
"33011","2008",1238
"33011","2009",1237
"33011","2010",1248
"33011","2011",1258
"33011","2012",1161
"33011","2013",1233
"33011","2014",1262
"33011","2015",1218
"33011","2016",1295
"33011","2017",1247
"33011","2018",1310
"33013","2007",900
"33013","2008",1035
"33013","2009",1035
"33013","2010",1043
"33013","2011",1048
"33013","2012",1047
"33013","2013",1074
"33013","2014",1046
"33013","2015",1050
"33013","2016",1064
"33013","2017",1098
"33013","2018",1195
"33015","2007",1481
"33015","2008",1432
"33015","2009",1424
"33015","2010",1491
"33015","2011",1483
"33015","2012",1486
"33015","2013",1569
"33015","2014",1582
"33015","2015",1622
"33015","2016",1703
"33015","2017",1841
"33015","2018",1894
"33017","2007",1045
"33017","2008",1066
"33017","2009",1067
"33017","2010",1077
"33017","2011",1087
"33017","2012",1157
"33017","2013",1162
"33017","2014",1138
"33017","2015",1140
"33017","2016",1186
"33017","2017",1250
"33017","2018",1269
"33019","2007",741
"33019","2008",867
"33019","2009",868
"33019","2010",874
"33019","2011",878
"33019","2012",875
"33019","2013",1006
"33019","2014",973
"33019","2015",1066
"33019","2016",1007
"33019","2017",989
"33019","2018",1075
"34001","2007",1017
"34001","2008",1088
"34001","2009",1123
"34001","2010",1158
"34001","2011",1157
"34001","2012",1203
"34001","2013",1260
"34001","2014",1219
"34001","2015",1256
"34001","2016",1227
"34001","2017",1406
"34001","2018",1401
"34003","2007",1254
"34003","2008",1354
"34003","2009",1345
"34003","2010",1485
"34003","2011",1494
"34003","2012",1515
"34003","2013",1450
"34003","2014",1510
"34003","2015",1477
"34003","2016",1551
"34003","2017",1557
"34003","2018",1691
"34005","2007",988
"34005","2008",1021
"34005","2009",1072
"34005","2010",1095
"34005","2011",1077
"34005","2012",1075
"34005","2013",1119
"34005","2014",1135
"34005","2015",1156
"34005","2016",1210
"34005","2017",1211
"34005","2018",1266
"34007","2007",988
"34007","2008",1021
"34007","2009",1072
"34007","2010",1095
"34007","2011",1077
"34007","2012",1075
"34007","2013",1119
"34007","2014",1135
"34007","2015",1156
"34007","2016",1210
"34007","2017",1211
"34007","2018",1266
"34009","2007",882
"34009","2008",948
"34009","2009",978
"34009","2010",1007
"34009","2011",1005
"34009","2012",1184
"34009","2013",1099
"34009","2014",1114
"34009","2015",1219
"34009","2016",1140
"34009","2017",1226
"34009","2018",1218
"34011","2007",923
"34011","2008",992
"34011","2009",1022
"34011","2010",1052
"34011","2011",1048
"34011","2012",1081
"34011","2013",1148
"34011","2014",1137
"34011","2015",1181
"34011","2016",1191
"34011","2017",1200
"34011","2018",1224
"34013","2007",1134
"34013","2008",1176
"34013","2009",1224
"34013","2010",1291
"34013","2011",1312
"34013","2012",1394
"34013","2013",1292
"34013","2014",1358
"34013","2015",1365
"34013","2016",1420
"34013","2017",1383
"34013","2018",1408
"34015","2007",988
"34015","2008",1021
"34015","2009",1072
"34015","2010",1095
"34015","2011",1077
"34015","2012",1075
"34015","2013",1119
"34015","2014",1135
"34015","2015",1156
"34015","2016",1210
"34015","2017",1211
"34015","2018",1266
"34017","2007",1299
"34017","2008",1270
"34017","2009",1298
"34017","2010",1363
"34017","2011",1336
"34017","2012",1377
"34017","2013",1433
"34017","2014",1399
"34017","2015",1422
"34017","2016",1570
"34017","2017",1639
"34017","2018",1748
"34019","2007",1421
"34019","2008",1421
"34019","2009",1430
"34019","2010",1494
"34019","2011",1617
"34019","2012",1420
"34019","2013",1525
"34019","2014",1568
"34019","2015",1603
"34019","2016",1684
"34019","2017",1760
"34019","2018",1732
"34021","2007",1156
"34021","2008",1195
"34021","2009",1229
"34021","2010",1288
"34021","2011",1305
"34021","2012",1365
"34021","2013",1288
"34021","2014",1304
"34021","2015",1350
"34021","2016",1417
"34021","2017",1456
"34021","2018",1432
"34023","2007",1421
"34023","2008",1421
"34023","2009",1430
"34023","2010",1494
"34023","2011",1617
"34023","2012",1420
"34023","2013",1525
"34023","2014",1568
"34023","2015",1603
"34023","2016",1684
"34023","2017",1760
"34023","2018",1732
"34025","2007",1199
"34025","2008",1324
"34025","2009",1336
"34025","2010",1345
"34025","2011",1417
"34025","2012",1495
"34025","2013",1515
"34025","2014",1444
"34025","2015",1467
"34025","2016",1509
"34025","2017",1576
"34025","2018",1556
"34027","2007",1134
"34027","2008",1176
"34027","2009",1224
"34027","2010",1291
"34027","2011",1312
"34027","2012",1394
"34027","2013",1292
"34027","2014",1358
"34027","2015",1365
"34027","2016",1420
"34027","2017",1383
"34027","2018",1408
"34029","2007",1199
"34029","2008",1324
"34029","2009",1336
"34029","2010",1345
"34029","2011",1417
"34029","2012",1495
"34029","2013",1515
"34029","2014",1444
"34029","2015",1467
"34029","2016",1509
"34029","2017",1576
"34029","2018",1556
"34031","2007",1254
"34031","2008",1354
"34031","2009",1345
"34031","2010",1485
"34031","2011",1494
"34031","2012",1515
"34031","2013",1450
"34031","2014",1510
"34031","2015",1477
"34031","2016",1551
"34031","2017",1557
"34031","2018",1691
"34033","2007",988
"34033","2008",1021
"34033","2009",1072
"34033","2010",1095
"34033","2011",1077
"34033","2012",1075
"34033","2013",1119
"34033","2014",1135
"34033","2015",1156
"34033","2016",1210
"34033","2017",1211
"34033","2018",1266
"34035","2007",1421
"34035","2008",1421
"34035","2009",1430
"34035","2010",1494
"34035","2011",1617
"34035","2012",1420
"34035","2013",1525
"34035","2014",1568
"34035","2015",1603
"34035","2016",1684
"34035","2017",1760
"34035","2018",1732
"34037","2007",1134
"34037","2008",1176
"34037","2009",1224
"34037","2010",1291
"34037","2011",1312
"34037","2012",1394
"34037","2013",1292
"34037","2014",1358
"34037","2015",1365
"34037","2016",1420
"34037","2017",1383
"34037","2018",1408
"34039","2007",1134
"34039","2008",1176
"34039","2009",1224
"34039","2010",1291
"34039","2011",1312
"34039","2012",1394
"34039","2013",1292
"34039","2014",1358
"34039","2015",1365
"34039","2016",1420
"34039","2017",1383
"34039","2018",1408
"34041","2007",1125
"34041","2008",1078
"34041","2009",1107
"34041","2010",1115
"34041","2011",1111
"34041","2012",1137
"34041","2013",1143
"34041","2014",1242
"34041","2015",1192
"34041","2016",1300
"34041","2017",1189
"34041","2018",1314
"35001","2007",746
"35001","2008",760
"35001","2009",753
"35001","2010",782
"35001","2011",811
"35001","2012",744
"35001","2013",827
"35001","2014",849
"35001","2015",836
"35001","2016",941
"35001","2017",878
"35001","2018",938
"35003","2007",492
"35003","2008",499
"35003","2009",523
"35003","2010",545
"35003","2011",549
"35003","2012",585
"35003","2013",523
"35003","2014",637
"35003","2015",631
"35003","2016",658
"35003","2017",667
"35003","2018",697
"35005","2007",518
"35005","2008",526
"35005","2009",552
"35005","2010",575
"35005","2011",580
"35005","2012",559
"35005","2013",833
"35005","2014",695
"35005","2015",656
"35005","2016",726
"35005","2017",825
"35005","2018",781
"35006","2007",472
"35006","2008",479
"35006","2009",502
"35006","2010",523
"35006","2011",527
"35006","2012",542
"35006","2013",599
"35006","2014",646
"35006","2015",631
"35006","2016",658
"35006","2017",667
"35006","2018",697
"35007","2007",559
"35007","2008",568
"35007","2009",596
"35007","2010",621
"35007","2011",625
"35007","2012",633
"35007","2013",683
"35007","2014",731
"35007","2015",707
"35007","2016",694
"35007","2017",673
"35007","2018",722
"35009","2007",502
"35009","2008",511
"35009","2009",536
"35009","2010",559
"35009","2011",563
"35009","2012",615
"35009","2013",694
"35009","2014",715
"35009","2015",669
"35009","2016",741
"35009","2017",732
"35009","2018",865
"35011","2007",501
"35011","2008",509
"35011","2009",534
"35011","2010",556
"35011","2011",560
"35011","2012",542
"35011","2013",671
"35011","2014",732
"35011","2015",631
"35011","2016",658
"35011","2017",667
"35011","2018",774
"35013","2007",552
"35013","2008",559
"35013","2009",586
"35013","2010",610
"35013","2011",614
"35013","2012",604
"35013","2013",670
"35013","2014",785
"35013","2015",672
"35013","2016",700
"35013","2017",744
"35013","2018",805
"35015","2007",488
"35015","2008",496
"35015","2009",520
"35015","2010",541
"35015","2011",545
"35015","2012",593
"35015","2013",683
"35015","2014",790
"35015","2015",757
"35015","2016",811
"35015","2017",789
"35015","2018",853
"35017","2007",535
"35017","2008",543
"35017","2009",569
"35017","2010",593
"35017","2011",598
"35017","2012",542
"35017","2013",595
"35017","2014",644
"35017","2015",631
"35017","2016",684
"35017","2017",674
"35017","2018",725
"35019","2007",619
"35019","2008",630
"35019","2009",660
"35019","2010",687
"35019","2011",692
"35019","2012",542
"35019","2013",614
"35019","2014",637
"35019","2015",631
"35019","2016",658
"35019","2017",667
"35019","2018",697
"35021","2007",501
"35021","2008",509
"35021","2009",534
"35021","2010",556
"35021","2011",560
"35021","2012",542
"35021","2013",352
"35021","2014",637
"35021","2015",704
"35021","2016",658
"35021","2017",667
"35021","2018",697
"35023","2007",492
"35023","2008",499
"35023","2009",523
"35023","2010",545
"35023","2011",549
"35023","2012",542
"35023","2013",417
"35023","2014",637
"35023","2015",631
"35023","2016",658
"35023","2017",667
"35023","2018",697
"35025","2007",479
"35025","2008",487
"35025","2009",511
"35025","2010",532
"35025","2011",535
"35025","2012",611
"35025","2013",715
"35025","2014",872
"35025","2015",764
"35025","2016",798
"35025","2017",956
"35025","2018",903
"35027","2007",594
"35027","2008",605
"35027","2009",635
"35027","2010",662
"35027","2011",667
"35027","2012",750
"35027","2013",900
"35027","2014",921
"35027","2015",859
"35027","2016",907
"35027","2017",837
"35027","2018",910
"35028","2007",941
"35028","2008",954
"35028","2009",1000
"35028","2010",1043
"35028","2011",1051
"35028","2012",1002
"35028","2013",1116
"35028","2014",1135
"35028","2015",1043
"35028","2016",1123
"35028","2017",1006
"35028","2018",1099
"35029","2007",472
"35029","2008",479
"35029","2009",502
"35029","2010",523
"35029","2011",527
"35029","2012",542
"35029","2013",550
"35029","2014",637
"35029","2015",631
"35029","2016",658
"35029","2017",667
"35029","2018",697
"35031","2007",606
"35031","2008",615
"35031","2009",645
"35031","2010",673
"35031","2011",678
"35031","2012",558
"35031","2013",583
"35031","2014",637
"35031","2015",819
"35031","2016",658
"35031","2017",667
"35031","2018",715
"35033","2007",619
"35033","2008",630
"35033","2009",660
"35033","2010",687
"35033","2011",692
"35033","2012",542
"35033","2013",671
"35033","2014",676
"35033","2015",631
"35033","2016",658
"35033","2017",717
"35033","2018",759
"35035","2007",507
"35035","2008",515
"35035","2009",540
"35035","2010",563
"35035","2011",568
"35035","2012",552
"35035","2013",614
"35035","2014",680
"35035","2015",631
"35035","2016",658
"35035","2017",667
"35035","2018",697
"35037","2007",501
"35037","2008",509
"35037","2009",534
"35037","2010",556
"35037","2011",560
"35037","2012",542
"35037","2013",663
"35037","2014",706
"35037","2015",637
"35037","2016",682
"35037","2017",667
"35037","2018",697
"35039","2007",550
"35039","2008",559
"35039","2009",586
"35039","2010",610
"35039","2011",614
"35039","2012",677
"35039","2013",750
"35039","2014",771
"35039","2015",699
"35039","2016",694
"35039","2017",667
"35039","2018",703
"35041","2007",472
"35041","2008",479
"35041","2009",502
"35041","2010",523
"35041","2011",527
"35041","2012",564
"35041","2013",664
"35041","2014",743
"35041","2015",721
"35041","2016",762
"35041","2017",746
"35041","2018",786
"35043","2007",746
"35043","2008",760
"35043","2009",753
"35043","2010",782
"35043","2011",811
"35043","2012",744
"35043","2013",827
"35043","2014",849
"35043","2015",836
"35043","2016",941
"35043","2017",878
"35043","2018",938
"35045","2007",593
"35045","2008",602
"35045","2009",632
"35045","2010",659
"35045","2011",664
"35045","2012",691
"35045","2013",826
"35045","2014",770
"35045","2015",760
"35045","2016",840
"35045","2017",823
"35045","2018",810
"35047","2007",560
"35047","2008",569
"35047","2009",597
"35047","2010",622
"35047","2011",626
"35047","2012",609
"35047","2013",677
"35047","2014",735
"35047","2015",712
"35047","2016",807
"35047","2017",770
"35047","2018",819
"35049","2007",920
"35049","2008",932
"35049","2009",977
"35049","2010",1019
"35049","2011",1027
"35049","2012",956
"35049","2013",1059
"35049","2014",1036
"35049","2015",1026
"35049","2016",1018
"35049","2017",1122
"35049","2018",1079
"35051","2007",510
"35051","2008",520
"35051","2009",546
"35051","2010",569
"35051","2011",573
"35051","2012",591
"35051","2013",668
"35051","2014",715
"35051","2015",667
"35051","2016",717
"35051","2017",690
"35051","2018",738
"35053","2007",488
"35053","2008",497
"35053","2009",522
"35053","2010",544
"35053","2011",548
"35053","2012",589
"35053","2013",683
"35053","2014",637
"35053","2015",631
"35053","2016",658
"35053","2017",667
"35053","2018",697
"35055","2007",772
"35055","2008",787
"35055","2009",826
"35055","2010",861
"35055","2011",867
"35055","2012",849
"35055","2013",922
"35055","2014",994
"35055","2015",916
"35055","2016",1011
"35055","2017",923
"35055","2018",921
"35057","2007",746
"35057","2008",760
"35057","2009",753
"35057","2010",782
"35057","2011",811
"35057","2012",744
"35057","2013",827
"35057","2014",849
"35057","2015",836
"35057","2016",941
"35057","2017",878
"35057","2018",938
"35059","2007",501
"35059","2008",509
"35059","2009",534
"35059","2010",556
"35059","2011",560
"35059","2012",542
"35059","2013",614
"35059","2014",677
"35059","2015",631
"35059","2016",658
"35059","2017",667
"35059","2018",697
"35061","2007",746
"35061","2008",760
"35061","2009",753
"35061","2010",782
"35061","2011",811
"35061","2012",744
"35061","2013",827
"35061","2014",849
"35061","2015",836
"35061","2016",941
"35061","2017",878
"35061","2018",938
"36001","2007",796
"36001","2008",901
"36001","2009",919
"36001","2010",926
"36001","2011",954
"36001","2012",928
"36001","2013",977
"36001","2014",987
"36001","2015",1028
"36001","2016",1070
"36001","2017",1071
"36001","2018",1102
"36003","2007",597
"36003","2008",690
"36003","2009",713
"36003","2010",741
"36003","2011",735
"36003","2012",734
"36003","2013",691
"36003","2014",658
"36003","2015",694
"36003","2016",679
"36003","2017",701
"36003","2018",697
"36005","2007",1289
"36005","2008",1438
"36005","2009",1424
"36005","2010",1474
"36005","2011",1522
"36005","2012",1544
"36005","2013",1623
"36005","2014",1599
"36005","2015",1638
"36005","2016",1728
"36005","2017",1786
"36005","2018",1948
"36007","2007",606
"36007","2008",713
"36007","2009",737
"36007","2010",766
"36007","2011",759
"36007","2012",771
"36007","2013",749
"36007","2014",731
"36007","2015",780
"36007","2016",768
"36007","2017",803
"36007","2018",820
"36009","2007",592
"36009","2008",684
"36009","2009",707
"36009","2010",734
"36009","2011",727
"36009","2012",768
"36009","2013",729
"36009","2014",699
"36009","2015",742
"36009","2016",718
"36009","2017",711
"36009","2018",718
"36011","2007",624
"36011","2008",734
"36011","2009",758
"36011","2010",788
"36011","2011",781
"36011","2012",745
"36011","2013",753
"36011","2014",775
"36011","2015",786
"36011","2016",803
"36011","2017",824
"36011","2018",813
"36013","2007",592
"36013","2008",694
"36013","2009",716
"36013","2010",744
"36013","2011",737
"36013","2012",765
"36013","2013",707
"36013","2014",660
"36013","2015",710
"36013","2016",706
"36013","2017",734
"36013","2018",717
"36015","2007",664
"36015","2008",779
"36015","2009",805
"36015","2010",836
"36015","2011",829
"36015","2012",852
"36015","2013",792
"36015","2014",849
"36015","2015",809
"36015","2016",972
"36015","2017",887
"36015","2018",880
"36017","2007",602
"36017","2008",698
"36017","2009",721
"36017","2010",749
"36017","2011",743
"36017","2012",740
"36017","2013",718
"36017","2014",640
"36017","2015",695
"36017","2016",745
"36017","2017",784
"36017","2018",760
"36019","2007",680
"36019","2008",788
"36019","2009",814
"36019","2010",845
"36019","2011",837
"36019","2012",844
"36019","2013",778
"36019","2014",866
"36019","2015",900
"36019","2016",832
"36019","2017",898
"36019","2018",857
"36021","2007",731
"36021","2008",847
"36021","2009",875
"36021","2010",909
"36021","2011",901
"36021","2012",898
"36021","2013",864
"36021","2014",951
"36021","2015",969
"36021","2016",966
"36021","2017",1001
"36021","2018",1007
"36023","2007",641
"36023","2008",740
"36023","2009",765
"36023","2010",794
"36023","2011",787
"36023","2012",785
"36023","2013",760
"36023","2014",776
"36023","2015",778
"36023","2016",771
"36023","2017",804
"36023","2018",812
"36025","2007",614
"36025","2008",710
"36025","2009",734
"36025","2010",762
"36025","2011",755
"36025","2012",734
"36025","2013",728
"36025","2014",727
"36025","2015",765
"36025","2016",767
"36025","2017",801
"36025","2018",792
"36027","2007",1102
"36027","2008",1147
"36027","2009",1160
"36027","2010",1172
"36027","2011",1201
"36027","2012",1307
"36027","2013",1282
"36027","2014",1335
"36027","2015",1263
"36027","2016",1349
"36027","2017",1345
"36027","2018",1400
"36029","2007",657
"36029","2008",740
"36029","2009",761
"36029","2010",766
"36029","2011",764
"36029","2012",759
"36029","2013",778
"36029","2014",755
"36029","2015",812
"36029","2016",801
"36029","2017",861
"36029","2018",852
"36031","2007",634
"36031","2008",734
"36031","2009",758
"36031","2010",788
"36031","2011",781
"36031","2012",840
"36031","2013",835
"36031","2014",857
"36031","2015",872
"36031","2016",885
"36031","2017",917
"36031","2018",902
"36033","2007",573
"36033","2008",663
"36033","2009",685
"36033","2010",712
"36033","2011",706
"36033","2012",788
"36033","2013",757
"36033","2014",761
"36033","2015",778
"36033","2016",798
"36033","2017",789
"36033","2018",753
"36035","2007",628
"36035","2008",728
"36035","2009",752
"36035","2010",781
"36035","2011",775
"36035","2012",741
"36035","2013",736
"36035","2014",762
"36035","2015",767
"36035","2016",774
"36035","2017",799
"36035","2018",793
"36037","2007",680
"36037","2008",799
"36037","2009",826
"36037","2010",857
"36037","2011",850
"36037","2012",834
"36037","2013",795
"36037","2014",808
"36037","2015",780
"36037","2016",790
"36037","2017",823
"36037","2018",813
"36039","2007",694
"36039","2008",803
"36039","2009",829
"36039","2010",861
"36039","2011",854
"36039","2012",846
"36039","2013",849
"36039","2014",869
"36039","2015",953
"36039","2016",940
"36039","2017",981
"36039","2018",975
"36041","2007",640
"36041","2008",742
"36041","2009",767
"36041","2010",797
"36041","2011",790
"36041","2012",770
"36041","2013",753
"36041","2014",687
"36041","2015",702
"36041","2016",698
"36041","2017",897
"36041","2018",839
"36043","2007",626
"36043","2008",735
"36043","2009",759
"36043","2010",789
"36043","2011",782
"36043","2012",789
"36043","2013",770
"36043","2014",834
"36043","2015",760
"36043","2016",781
"36043","2017",874
"36043","2018",840
"36045","2007",660
"36045","2008",762
"36045","2009",787
"36045","2010",817
"36045","2011",810
"36045","2012",902
"36045","2013",1116
"36045","2014",1089
"36045","2015",1132
"36045","2016",1192
"36045","2017",1193
"36045","2018",1101
"36047","2007",1289
"36047","2008",1438
"36047","2009",1424
"36047","2010",1474
"36047","2011",1522
"36047","2012",1544
"36047","2013",1623
"36047","2014",1599
"36047","2015",1638
"36047","2016",1728
"36047","2017",1786
"36047","2018",1948
"36049","2007",583
"36049","2008",674
"36049","2009",697
"36049","2010",723
"36049","2011",716
"36049","2012",721
"36049","2013",688
"36049","2014",719
"36049","2015",753
"36049","2016",728
"36049","2017",771
"36049","2018",778
"36051","2007",738
"36051","2008",816
"36051","2009",841
"36051","2010",847
"36051","2011",848
"36051","2012",840
"36051","2013",911
"36051","2014",882
"36051","2015",924
"36051","2016",917
"36051","2017",971
"36051","2018",983
"36053","2007",649
"36053","2008",748
"36053","2009",790
"36053","2010",796
"36053","2011",803
"36053","2012",790
"36053","2013",823
"36053","2014",847
"36053","2015",838
"36053","2016",853
"36053","2017",864
"36053","2018",960
"36055","2007",738
"36055","2008",816
"36055","2009",841
"36055","2010",847
"36055","2011",848
"36055","2012",840
"36055","2013",911
"36055","2014",882
"36055","2015",924
"36055","2016",917
"36055","2017",971
"36055","2018",983
"36057","2007",579
"36057","2008",680
"36057","2009",703
"36057","2010",730
"36057","2011",724
"36057","2012",789
"36057","2013",765
"36057","2014",785
"36057","2015",789
"36057","2016",765
"36057","2017",801
"36057","2018",789
"36059","2007",1431
"36059","2008",1614
"36059","2009",1667
"36059","2010",1678
"36059","2011",1751
"36059","2012",1801
"36059","2013",1721
"36059","2014",1758
"36059","2015",1871
"36059","2016",1745
"36059","2017",2031
"36059","2018",2026
"36061","2007",1289
"36061","2008",1438
"36061","2009",1424
"36061","2010",1474
"36061","2011",1522
"36061","2012",1544
"36061","2013",1623
"36061","2014",1599
"36061","2015",1638
"36061","2016",1728
"36061","2017",1786
"36061","2018",1948
"36063","2007",657
"36063","2008",740
"36063","2009",761
"36063","2010",766
"36063","2011",764
"36063","2012",759
"36063","2013",778
"36063","2014",755
"36063","2015",812
"36063","2016",801
"36063","2017",861
"36063","2018",852
"36065","2007",626
"36065","2008",735
"36065","2009",759
"36065","2010",789
"36065","2011",782
"36065","2012",789
"36065","2013",770
"36065","2014",834
"36065","2015",760
"36065","2016",781
"36065","2017",874
"36065","2018",840
"36067","2007",649
"36067","2008",748
"36067","2009",790
"36067","2010",796
"36067","2011",803
"36067","2012",790
"36067","2013",823
"36067","2014",847
"36067","2015",838
"36067","2016",853
"36067","2017",864
"36067","2018",960
"36069","2007",738
"36069","2008",816
"36069","2009",841
"36069","2010",847
"36069","2011",848
"36069","2012",840
"36069","2013",911
"36069","2014",882
"36069","2015",924
"36069","2016",917
"36069","2017",971
"36069","2018",983
"36071","2007",1102
"36071","2008",1147
"36071","2009",1160
"36071","2010",1172
"36071","2011",1201
"36071","2012",1307
"36071","2013",1282
"36071","2014",1335
"36071","2015",1263
"36071","2016",1349
"36071","2017",1345
"36071","2018",1400
"36073","2007",738
"36073","2008",816
"36073","2009",841
"36073","2010",847
"36073","2011",848
"36073","2012",840
"36073","2013",911
"36073","2014",882
"36073","2015",924
"36073","2016",917
"36073","2017",971
"36073","2018",983
"36075","2007",649
"36075","2008",748
"36075","2009",790
"36075","2010",796
"36075","2011",803
"36075","2012",790
"36075","2013",823
"36075","2014",847
"36075","2015",838
"36075","2016",853
"36075","2017",864
"36075","2018",960
"36077","2007",635
"36077","2008",734
"36077","2009",758
"36077","2010",788
"36077","2011",781
"36077","2012",887
"36077","2013",848
"36077","2014",877
"36077","2015",889
"36077","2016",874
"36077","2017",915
"36077","2018",878
"36079","2007",1289
"36079","2008",1438
"36079","2009",1424
"36079","2010",1474
"36079","2011",1522
"36079","2012",1544
"36079","2013",1623
"36079","2014",1599
"36079","2015",1638
"36079","2016",1728
"36079","2017",1786
"36079","2018",1948
"36081","2007",1289
"36081","2008",1438
"36081","2009",1424
"36081","2010",1474
"36081","2011",1522
"36081","2012",1544
"36081","2013",1623
"36081","2014",1599
"36081","2015",1638
"36081","2016",1728
"36081","2017",1786
"36081","2018",1948
"36083","2007",796
"36083","2008",901
"36083","2009",919
"36083","2010",926
"36083","2011",954
"36083","2012",928
"36083","2013",977
"36083","2014",987
"36083","2015",1028
"36083","2016",1070
"36083","2017",1071
"36083","2018",1102
"36085","2007",1289
"36085","2008",1438
"36085","2009",1424
"36085","2010",1474
"36085","2011",1522
"36085","2012",1544
"36085","2013",1623
"36085","2014",1599
"36085","2015",1638
"36085","2016",1728
"36085","2017",1786
"36085","2018",1948
"36087","2007",1289
"36087","2008",1438
"36087","2009",1424
"36087","2010",1474
"36087","2011",1522
"36087","2012",1544
"36087","2013",1623
"36087","2014",1599
"36087","2015",1638
"36087","2016",1728
"36087","2017",1786
"36087","2018",1948
"36089","2007",594
"36089","2008",687
"36089","2009",709
"36089","2010",736
"36089","2011",729
"36089","2012",748
"36089","2013",742
"36089","2014",772
"36089","2015",834
"36089","2016",810
"36089","2017",883
"36089","2018",852
"36091","2007",796
"36091","2008",901
"36091","2009",919
"36091","2010",926
"36091","2011",954
"36091","2012",928
"36091","2013",977
"36091","2014",987
"36091","2015",1028
"36091","2016",1070
"36091","2017",1071
"36091","2018",1102
"36093","2007",796
"36093","2008",901
"36093","2009",919
"36093","2010",926
"36093","2011",954
"36093","2012",928
"36093","2013",977
"36093","2014",987
"36093","2015",1028
"36093","2016",1070
"36093","2017",1071
"36093","2018",1102
"36095","2007",796
"36095","2008",901
"36095","2009",919
"36095","2010",926
"36095","2011",954
"36095","2012",928
"36095","2013",977
"36095","2014",987
"36095","2015",1028
"36095","2016",1070
"36095","2017",1071
"36095","2018",1102
"36097","2007",651
"36097","2008",754
"36097","2009",779
"36097","2010",809
"36097","2011",802
"36097","2012",713
"36097","2013",672
"36097","2014",667
"36097","2015",707
"36097","2016",673
"36097","2017",704
"36097","2018",707
"36099","2007",684
"36099","2008",792
"36099","2009",818
"36099","2010",849
"36099","2011",842
"36099","2012",800
"36099","2013",750
"36099","2014",742
"36099","2015",748
"36099","2016",737
"36099","2017",799
"36099","2018",816
"36101","2007",625
"36101","2008",723
"36101","2009",746
"36101","2010",775
"36101","2011",768
"36101","2012",765
"36101","2013",727
"36101","2014",725
"36101","2015",729
"36101","2016",809
"36101","2017",765
"36101","2018",760
"36103","2007",1431
"36103","2008",1614
"36103","2009",1667
"36103","2010",1678
"36103","2011",1751
"36103","2012",1801
"36103","2013",1721
"36103","2014",1758
"36103","2015",1871
"36103","2016",1745
"36103","2017",2031
"36103","2018",2026
"36105","2007",773
"36105","2008",894
"36105","2009",924
"36105","2010",959
"36105","2011",951
"36105","2012",956
"36105","2013",928
"36105","2014",978
"36105","2015",927
"36105","2016",954
"36105","2017",1000
"36105","2018",997
"36107","2007",606
"36107","2008",713
"36107","2009",737
"36107","2010",766
"36107","2011",759
"36107","2012",771
"36107","2013",749
"36107","2014",731
"36107","2015",780
"36107","2016",768
"36107","2017",803
"36107","2018",820
"36109","2007",831
"36109","2008",962
"36109","2009",994
"36109","2010",1032
"36109","2011",1023
"36109","2012",1084
"36109","2013",1073
"36109","2014",1218
