"fips","year","med_rent_2br"
"12086","2009",1236
"12086","2010",1289
"12086","2011",1265
"12086","2012",1201
"12086","2013",1211
"12086","2014",1255
"12086","2015",1250
"12086","2016",1339
"12086","2017",1387
"12086","2018",1447
"12087","2007",1168
"12087","2008",1371
"12087","2009",1454
"12087","2010",1538
"12087","2011",1522
"12087","2012",1545
"12087","2013",1723
"12087","2014",1536
"12087","2015",1783
"12087","2016",1617
"12087","2017",1864
"12087","2018",1625
"12089","2007",838
"12089","2008",923
"12089","2009",949
"12089","2010",938
"12089","2011",956
"12089","2012",943
"12089","2013",970
"12089","2014",994
"12089","2015",994
"12089","2016",1025
"12089","2017",1040
"12089","2018",1014
"12091","2007",692
"12091","2008",814
"12091","2009",863
"12091","2010",913
"12091","2011",903
"12091","2012",885
"12091","2013",954
"12091","2014",941
"12091","2015",963
"12091","2016",1003
"12091","2017",1034
"12091","2018",1085
"12093","2007",610
"12093","2008",716
"12093","2009",760
"12093","2010",804
"12093","2011",796
"12093","2012",954
"12093","2013",933
"12093","2014",860
"12093","2015",766
"12093","2016",772
"12093","2017",758
"12093","2018",822
"12095","2007",864
"12095","2008",927
"12095","2009",1064
"12095","2010",1136
"12095","2011",1043
"12095","2012",996
"12095","2013",1042
"12095","2014",1035
"12095","2015",1052
"12095","2016",1058
"12095","2017",1059
"12095","2018",1159
"12097","2007",864
"12097","2008",927
"12097","2009",1064
"12097","2010",1136
"12097","2011",1043
"12097","2012",996
"12097","2013",1042
"12097","2014",1035
"12097","2015",1052
"12097","2016",1058
"12097","2017",1059
"12097","2018",1159
"12099","2007",1057
"12099","2008",1188
"12099","2009",1294
"12099","2010",1259
"12099","2011",1306
"12099","2012",1138
"12099","2013",1183
"12099","2014",1202
"12099","2015",1206
"12099","2016",1240
"12099","2017",1370
"12099","2018",1422
"12101","2007",872
"12101","2008",941
"12101","2009",1008
"12101","2010",1021
"12101","2011",992
"12101","2012",972
"12101","2013",972
"12101","2014",1011
"12101","2015",1022
"12101","2016",1058
"12101","2017",1083
"12101","2018",1116
"12103","2007",872
"12103","2008",941
"12103","2009",1008
"12103","2010",1021
"12103","2011",992
"12103","2012",972
"12103","2013",972
"12103","2014",1011
"12103","2015",1022
"12103","2016",1058
"12103","2017",1083
"12103","2018",1116
"12105","2007",633
"12105","2008",794
"12105","2009",835
"12105","2010",840
"12105","2011",913
"12105","2012",819
"12105","2013",864
"12105","2014",868
"12105","2015",895
"12105","2016",964
"12105","2017",890
"12105","2018",914
"12107","2007",519
"12107","2008",604
"12107","2009",640
"12107","2010",677
"12107","2011",670
"12107","2012",680
"12107","2013",665
"12107","2014",680
"12107","2015",674
"12107","2016",686
"12107","2017",756
"12107","2018",748
"12109","2007",838
"12109","2008",923
"12109","2009",949
"12109","2010",938
"12109","2011",956
"12109","2012",943
"12109","2013",970
"12109","2014",994
"12109","2015",994
"12109","2016",1025
"12109","2017",1040
"12109","2018",1014
"12111","2007",778
"12111","2008",917
"12111","2009",973
"12111","2010",1030
"12111","2011",1019
"12111","2012",977
"12111","2013",998
"12111","2014",986
"12111","2015",1001
"12111","2016",983
"12111","2017",1110
"12111","2018",1109
"12113","2007",644
"12113","2008",760
"12113","2009",807
"12113","2010",854
"12113","2011",845
"12113","2012",788
"12113","2013",834
"12113","2014",890
"12113","2015",883
"12113","2016",896
"12113","2017",959
"12113","2018",904
"12115","2007",857
"12115","2008",1002
"12115","2009",1059
"12115","2010",1147
"12115","2011",1111
"12115","2012",995
"12115","2013",1027
"12115","2014",1011
"12115","2015",1021
"12115","2016",1037
"12115","2017",1137
"12115","2018",1155
"12117","2007",864
"12117","2008",927
"12117","2009",1064
"12117","2010",1136
"12117","2011",1043
"12117","2012",996
"12117","2013",1042
"12117","2014",1035
"12117","2015",1052
"12117","2016",1058
"12117","2017",1059
"12117","2018",1159
"12119","2007",519
"12119","2008",579
"12119","2009",614
"12119","2010",649
"12119","2011",643
"12119","2012",670
"12119","2013",730
"12119","2014",744
"12119","2015",855
"12119","2016",779
"12119","2017",800
"12119","2018",824
"12121","2007",519
"12121","2008",579
"12121","2009",614
"12121","2010",649
"12121","2011",643
"12121","2012",655
"12121","2013",711
"12121","2014",737
"12121","2015",672
"12121","2016",663
"12121","2017",656
"12121","2018",686
"12123","2007",528
"12123","2008",621
"12123","2009",659
"12123","2010",697
"12123","2011",690
"12123","2012",584
"12123","2013",508
"12123","2014",637
"12123","2015",643
"12123","2016",634
"12123","2017",652
"12123","2018",686
"12125","2007",530
"12125","2008",623
"12125","2009",660
"12125","2010",698
"12125","2011",691
"12125","2012",619
"12125","2013",650
"12125","2014",637
"12125","2015",662
"12125","2016",674
"12125","2017",652
"12125","2018",701
"12127","2007",774
"12127","2008",895
"12127","2009",949
"12127","2010",1004
"12127","2011",994
"12127","2012",899
"12127","2013",940
"12127","2014",932
"12127","2015",956
"12127","2016",953
"12127","2017",1019
"12127","2018",1013
"12129","2007",638
"12129","2008",748
"12129","2009",794
"12129","2010",840
"12129","2011",831
"12129","2012",704
"12129","2013",808
"12129","2014",813
"12129","2015",818
"12129","2016",871
"12129","2017",887
"12129","2018",950
"12131","2007",610
"12131","2008",716
"12131","2009",760
"12131","2010",804
"12131","2011",796
"12131","2012",887
"12131","2013",934
"12131","2014",989
"12131","2015",933
"12131","2016",889
"12131","2017",948
"12131","2018",970
"12133","2007",519
"12133","2008",555
"12133","2009",585
"12133","2010",619
"12133","2011",613
"12133","2012",648
"12133","2013",658
"12133","2014",667
"12133","2015",643
"12133","2016",637
"12133","2017",652
"12133","2018",686
"13001","2007",505
"13001","2008",550
"13001","2009",565
"13001","2010",584
"13001","2011",577
"13001","2012",536
"13001","2013",547
"13001","2014",636
"13001","2015",586
"13001","2016",645
"13001","2017",596
"13001","2018",659
"13003","2007",476
"13003","2008",518
"13003","2009",531
"13003","2010",548
"13003","2011",542
"13003","2012",536
"13003","2013",504
"13003","2014",636
"13003","2015",586
"13003","2016",645
"13003","2017",596
"13003","2018",659
"13005","2007",476
"13005","2008",518
"13005","2009",531
"13005","2010",548
"13005","2011",542
"13005","2012",536
"13005","2013",609
"13005","2014",636
"13005","2015",586
"13005","2016",645
"13005","2017",615
"13005","2018",659
"13007","2007",592
"13007","2008",649
"13007","2009",666
"13007","2010",688
"13007","2011",680
"13007","2012",615
"13007","2013",742
"13007","2014",759
"13007","2015",703
"13007","2016",765
"13007","2017",806
"13007","2018",766
"13009","2007",585
"13009","2008",637
"13009","2009",653
"13009","2010",674
"13009","2011",666
"13009","2012",676
"13009","2013",723
"13009","2014",769
"13009","2015",715
"13009","2016",741
"13009","2017",716
"13009","2018",743
"13011","2007",538
"13011","2008",588
"13011","2009",603
"13011","2010",623
"13011","2011",615
"13011","2012",557
"13011","2013",655
"13011","2014",759
"13011","2015",631
"13011","2016",694
"13011","2017",667
"13011","2018",714
"13013","2007",837
"13013","2008",864
"13013","2009",920
"13013","2010",955
"13013","2011",923
"13013","2012",893
"13013","2013",930
"13013","2014",954
"13013","2015",977
"13013","2016",1010
"13013","2017",1054
"13013","2018",1099
"13015","2007",837
"13015","2008",864
"13015","2009",920
"13015","2010",955
"13015","2011",923
"13015","2012",893
"13015","2013",930
"13015","2014",954
"13015","2015",977
"13015","2016",1010
"13015","2017",1054
"13015","2018",1099
"13017","2007",497
"13017","2008",543
"13017","2009",557
"13017","2010",576
"13017","2011",569
"13017","2012",583
"13017","2013",691
"13017","2014",685
"13017","2015",631
"13017","2016",685
"13017","2017",647
"13017","2018",710
"13019","2007",476
"13019","2008",518
"13019","2009",531
"13019","2010",548
"13019","2011",542
"13019","2012",536
"13019","2013",560
"13019","2014",636
"13019","2015",586
"13019","2016",645
"13019","2017",596
"13019","2018",659
"13021","2007",622
"13021","2008",680
"13021","2009",698
"13021","2010",721
"13021","2011",712
"13021","2012",698
"13021","2013",729
"13021","2014",804
"13021","2015",756
"13021","2016",776
"13021","2017",909
"13021","2018",860
"13023","2007",476
"13023","2008",518
"13023","2009",531
"13023","2010",548
"13023","2011",542
"13023","2012",536
"13023","2013",691
"13023","2014",636
"13023","2015",651
"13023","2016",691
"13023","2017",626
"13023","2018",688
"13025","2007",592
"13025","2008",646
"13025","2009",663
"13025","2010",684
"13025","2011",676
"13025","2012",756
"13025","2013",748
"13025","2014",718
"13025","2015",746
"13025","2016",846
"13025","2017",862
"13025","2018",798
"13027","2007",593
"13027","2008",646
"13027","2009",663
"13027","2010",684
"13027","2011",676
"13027","2012",683
"13027","2013",774
"13027","2014",777
"13027","2015",798
"13027","2016",752
"13027","2017",750
"13027","2018",760
"13029","2007",761
"13029","2008",831
"13029","2009",853
"13029","2010",881
"13029","2011",870
"13029","2012",862
"13029","2013",928
"13029","2014",913
"13029","2015",976
"13029","2016",959
"13029","2017",989
"13029","2018",1139
"13031","2007",584
"13031","2008",636
"13031","2009",652
"13031","2010",673
"13031","2011",665
"13031","2012",585
"13031","2013",649
"13031","2014",796
"13031","2015",674
"13031","2016",697
"13031","2017",836
"13031","2018",770
"13033","2007",628
"13033","2008",702
"13033","2009",694
"13033","2010",697
"13033","2011",675
"13033","2012",680
"13033","2013",790
"13033","2014",780
"13033","2015",771
"13033","2016",785
"13033","2017",799
"13033","2018",827
"13035","2007",566
"13035","2008",607
"13035","2009",646
"13035","2010",676
"13035","2011",648
"13035","2012",741
"13035","2013",765
"13035","2014",796
"13035","2015",793
"13035","2016",818
"13035","2017",831
"13035","2018",905
"13037","2007",476
"13037","2008",518
"13037","2009",531
"13037","2010",548
"13037","2011",542
"13037","2012",536
"13037","2013",526
"13037","2014",636
"13037","2015",586
"13037","2016",645
"13037","2017",673
"13037","2018",659
"13039","2007",617
"13039","2008",671
"13039","2009",689
"13039","2010",712
"13039","2011",703
"13039","2012",699
"13039","2013",817
"13039","2014",881
"13039","2015",844
"13039","2016",866
"13039","2017",829
"13039","2018",917
"13043","2007",505
"13043","2008",550
"13043","2009",565
"13043","2010",584
"13043","2011",577
"13043","2012",545
"13043","2013",606
"13043","2014",636
"13043","2015",586
"13043","2016",645
"13043","2017",596
"13043","2018",659
"13045","2007",837
"13045","2008",864
"13045","2009",920
"13045","2010",955
"13045","2011",923
"13045","2012",893
"13045","2013",930
"13045","2014",954
"13045","2015",977
"13045","2016",1010
"13045","2017",1054
"13045","2018",1099
"13047","2007",649
"13047","2008",683
"13047","2009",711
"13047","2010",715
"13047","2011",767
"13047","2012",680
"13047","2013",783
"13047","2014",729
"13047","2015",765
"13047","2016",819
"13047","2017",878
"13047","2018",862
"13049","2007",476
"13049","2008",518
"13049","2009",531
"13049","2010",548
"13049","2011",542
"13049","2012",650
"13049","2013",682
"13049","2014",678
"13049","2015",717
"13049","2016",701
"13049","2017",626
"13049","2018",709
"13051","2007",761
"13051","2008",831
"13051","2009",853
"13051","2010",881
"13051","2011",870
"13051","2012",862
"13051","2013",928
"13051","2014",913
"13051","2015",976
"13051","2016",959
"13051","2017",989
"13051","2018",1139
"13053","2007",625
"13053","2008",680
"13053","2009",703
"13053","2010",728
"13053","2011",721
"13053","2012",726
"13053","2013",806
"13053","2014",764
"13053","2015",817
"13053","2016",848
"13053","2017",841
"13053","2018",891
"13055","2007",486
"13055","2008",531
"13055","2009",545
"13055","2010",563
"13055","2011",556
"13055","2012",536
"13055","2013",569
"13055","2014",670
"13055","2015",622
"13055","2016",645
"13055","2017",600
"13055","2018",659
"13057","2007",837
"13057","2008",864
"13057","2009",920
"13057","2010",955
"13057","2011",923
"13057","2012",893
"13057","2013",930
"13057","2014",954
"13057","2015",977
"13057","2016",1010
"13057","2017",1054
"13057","2018",1099
"13059","2007",696
"13059","2008",761
"13059","2009",781
"13059","2010",807
"13059","2011",798
"13059","2012",764
"13059","2013",826
"13059","2014",772
"13059","2015",795
"13059","2016",807
"13059","2017",868
"13059","2018",836
"13061","2007",476
"13061","2008",518
"13061","2009",531
"13061","2010",548
"13061","2011",542
"13061","2012",585
"13061","2013",604
"13061","2014",674
"13061","2015",631
"13061","2016",691
"13061","2017",656
"13061","2018",705
"13063","2007",837
"13063","2008",864
"13063","2009",920
"13063","2010",955
"13063","2011",923
"13063","2012",893
"13063","2013",930
"13063","2014",954
"13063","2015",977
"13063","2016",1010
"13063","2017",1054
"13063","2018",1099
"13065","2007",476
"13065","2008",518
"13065","2009",531
"13065","2010",548
"13065","2011",542
"13065","2012",536
"13065","2013",498
"13065","2014",636
"13065","2015",586
"13065","2016",645
"13065","2017",596
"13065","2018",659
"13067","2007",837
"13067","2008",864
"13067","2009",920
"13067","2010",955
"13067","2011",923
"13067","2012",893
"13067","2013",930
"13067","2014",954
"13067","2015",977
"13067","2016",1010
"13067","2017",1054
"13067","2018",1099
"13069","2007",481
"13069","2008",524
"13069","2009",537
"13069","2010",555
"13069","2011",548
"13069","2012",536
"13069","2013",578
"13069","2014",636
"13069","2015",586
"13069","2016",645
"13069","2017",604
"13069","2018",659
"13071","2007",489
"13071","2008",534
"13071","2009",547
"13071","2010",566
"13071","2011",559
"13071","2012",536
"13071","2013",538
"13071","2014",639
"13071","2015",602
"13071","2016",645
"13071","2017",614
"13071","2018",693
"13073","2007",628
"13073","2008",702
"13073","2009",694
"13073","2010",697
"13073","2011",675
"13073","2012",680
"13073","2013",790
"13073","2014",780
"13073","2015",771
"13073","2016",785
"13073","2017",799
"13073","2018",827
"13075","2007",476
"13075","2008",518
"13075","2009",531
"13075","2010",548
"13075","2011",542
"13075","2012",572
"13075","2013",603
"13075","2014",706
"13075","2015",586
"13075","2016",645
"13075","2017",617
"13075","2018",677
"13077","2007",837
"13077","2008",864
"13077","2009",920
"13077","2010",955
"13077","2011",923
"13077","2012",893
"13077","2013",930
"13077","2014",954
"13077","2015",977
"13077","2016",1010
"13077","2017",1054
"13077","2018",1099
"13079","2007",622
"13079","2008",680
"13079","2009",698
"13079","2010",721
"13079","2011",712
"13079","2012",698
"13079","2013",729
"13079","2014",804
"13079","2015",756
"13079","2016",776
"13079","2017",909
"13079","2018",860
"13081","2007",476
"13081","2008",518
"13081","2009",531
"13081","2010",548
"13081","2011",542
"13081","2012",548
"13081","2013",630
"13081","2014",676
"13081","2015",624
"13081","2016",653
"13081","2017",604
"13081","2018",664
"13083","2007",649
"13083","2008",683
"13083","2009",711
"13083","2010",715
"13083","2011",767
"13083","2012",680
"13083","2013",783
"13083","2014",729
"13083","2015",765
"13083","2016",819
"13083","2017",878
"13083","2018",862
"13085","2007",837
"13085","2008",864
"13085","2009",920
"13085","2010",955
"13085","2011",923
"13085","2012",893
"13085","2013",930
"13085","2014",954
"13085","2015",977
"13085","2016",1010
"13085","2017",1054
"13085","2018",1099
"13087","2007",557
"13087","2008",606
"13087","2009",622
"13087","2010",642
"13087","2011",634
"13087","2012",536
"13087","2013",595
"13087","2014",714
"13087","2015",624
"13087","2016",702
"13087","2017",687
"13087","2018",740
"13089","2007",837
"13089","2008",864
"13089","2009",920
"13089","2010",955
"13089","2011",923
"13089","2012",893
"13089","2013",930
"13089","2014",954
"13089","2015",977
"13089","2016",1010
"13089","2017",1054
"13089","2018",1099
"13091","2007",476
"13091","2008",518
"13091","2009",531
"13091","2010",548
"13091","2011",542
"13091","2012",536
"13091","2013",545
"13091","2014",636
"13091","2015",594
"13091","2016",656
"13091","2017",633
"13091","2018",688
"13093","2007",491
"13093","2008",537
"13093","2009",551
"13093","2010",569
"13093","2011",563
"13093","2012",536
"13093","2013",522
"13093","2014",636
"13093","2015",586
"13093","2016",645
"13093","2017",655
"13093","2018",695
"13095","2007",592
"13095","2008",649
"13095","2009",666
"13095","2010",688
"13095","2011",680
"13095","2012",615
"13095","2013",742
"13095","2014",759
"13095","2015",703
"13095","2016",765
"13095","2017",806
"13095","2018",766
"13097","2007",837
"13097","2008",864
"13097","2009",920
"13097","2010",955
"13097","2011",923
"13097","2012",893
"13097","2013",930
"13097","2014",954
"13097","2015",977
"13097","2016",1010
"13097","2017",1054
"13097","2018",1099
"13099","2007",476
"13099","2008",518
"13099","2009",531
"13099","2010",548
"13099","2011",542
"13099","2012",536
"13099","2013",486
"13099","2014",636
"13099","2015",586
"13099","2016",645
"13099","2017",596
"13099","2018",659
"13101","2007",593
"13101","2008",646
"13101","2009",663
"13101","2010",684
"13101","2011",676
"13101","2012",683
"13101","2013",774
"13101","2014",777
"13101","2015",798
"13101","2016",752
"13101","2017",750
"13101","2018",760
"13103","2007",761
"13103","2008",831
"13103","2009",853
"13103","2010",881
"13103","2011",870
"13103","2012",862
"13103","2013",928
"13103","2014",913
"13103","2015",976
"13103","2016",959
"13103","2017",989
"13103","2018",1139
"13105","2007",500
"13105","2008",545
"13105","2009",559
"13105","2010",577
"13105","2011",570
"13105","2012",536
"13105","2013",540
"13105","2014",639
"13105","2015",595
"13105","2016",663
"13105","2017",615
"13105","2018",678
"13107","2007",476
"13107","2008",518
"13107","2009",531
"13107","2010",548
"13107","2011",542
"13107","2012",536
"13107","2013",521
"13107","2014",636
"13107","2015",586
"13107","2016",645
"13107","2017",600
"13107","2018",659
"13109","2007",505
"13109","2008",550
"13109","2009",565
"13109","2010",584
"13109","2011",577
"13109","2012",536
"13109","2013",554
"13109","2014",636
"13109","2015",586
"13109","2016",645
"13109","2017",608
"13109","2018",663
"13111","2007",523
"13111","2008",573
"13111","2009",587
"13111","2010",607
"13111","2011",600
"13111","2012",576
"13111","2013",609
"13111","2014",654
"13111","2015",692
"13111","2016",724
"13111","2017",670
"13111","2018",758
"13113","2007",837
"13113","2008",864
"13113","2009",920
"13113","2010",955
"13113","2011",923
"13113","2012",893
"13113","2013",930
"13113","2014",954
"13113","2015",977
"13113","2016",1010
"13113","2017",1054
"13113","2018",1099
"13115","2007",602
"13115","2008",658
"13115","2009",675
"13115","2010",697
"13115","2011",689
"13115","2012",699
"13115","2013",838
"13115","2014",723
"13115","2015",829
"13115","2016",733
"13115","2017",716
"13115","2018",729
"13117","2007",837
"13117","2008",864
"13117","2009",920
"13117","2010",955
"13117","2011",923
"13117","2012",893
"13117","2013",930
"13117","2014",954
"13117","2015",977
"13117","2016",1010
"13117","2017",1054
"13117","2018",1099
"13119","2007",538
"13119","2008",588
"13119","2009",603
"13119","2010",623
"13119","2011",615
"13119","2012",546
"13119","2013",607
"13119","2014",686
"13119","2015",644
"13119","2016",715
"13119","2017",645
"13119","2018",698
"13121","2007",837
"13121","2008",864
"13121","2009",920
"13121","2010",955
"13121","2011",923
"13121","2012",893
"13121","2013",930
"13121","2014",954
"13121","2015",977
"13121","2016",1010
"13121","2017",1054
"13121","2018",1099
"13123","2007",630
"13123","2008",688
"13123","2009",706
"13123","2010",729
"13123","2011",721
"13123","2012",667
"13123","2013",729
"13123","2014",759
"13123","2015",696
"13123","2016",729
"13123","2017",730
"13123","2018",779
"13125","2007",476
"13125","2008",518
"13125","2009",531
"13125","2010",548
"13125","2011",542
"13125","2012",555
"13125","2013",676
"13125","2014",636
"13125","2015",586
"13125","2016",645
"13125","2017",596
"13125","2018",659
"13127","2007",592
"13127","2008",646
"13127","2009",663
"13127","2010",684
"13127","2011",676
"13127","2012",756
"13127","2013",748
"13127","2014",718
"13127","2015",746
"13127","2016",846
"13127","2017",862
"13127","2018",798
"13129","2007",623
"13129","2008",681
"13129","2009",699
"13129","2010",722
"13129","2011",713
"13129","2012",659
"13129","2013",707
"13129","2014",745
"13129","2015",698
"13129","2016",724
"13129","2017",661
"13129","2018",685
"13131","2007",476
"13131","2008",518
"13131","2009",531
"13131","2010",548
"13131","2011",542
"13131","2012",570
"13131","2013",652
"13131","2014",663
"13131","2015",626
"13131","2016",702
"13131","2017",653
"13131","2018",713
"13133","2007",500
"13133","2008",545
"13133","2009",559
"13133","2010",577
"13133","2011",570
"13133","2012",605
"13133","2013",630
"13133","2014",690
"13133","2015",635
"13133","2016",713
"13133","2017",644
"13133","2018",718
"13135","2007",837
"13135","2008",864
"13135","2009",920
"13135","2010",955
"13135","2011",923
"13135","2012",893
"13135","2013",930
"13135","2014",954
"13135","2015",977
"13135","2016",1010
"13135","2017",1054
"13135","2018",1099
"13137","2007",592
"13137","2008",646
"13137","2009",663
"13137","2010",684
"13137","2011",676
"13137","2012",596
"13137","2013",619
"13137","2014",656
"13137","2015",624
"13137","2016",680
"13137","2017",653
"13137","2018",727
"13139","2007",788
"13139","2008",858
"13139","2009",880
"13139","2010",909
"13139","2011",898
"13139","2012",820
"13139","2013",837
"13139","2014",856
"13139","2015",870
"13139","2016",868
"13139","2017",852
"13139","2018",889
"13141","2007",500
"13141","2008",545
"13141","2009",559
"13141","2010",577
"13141","2011",570
"13141","2012",691
"13141","2013",756
"13141","2014",816
"13141","2015",586
"13141","2016",645
"13141","2017",596
"13141","2018",659
"13143","2007",476
"13143","2008",518
"13143","2009",531
"13143","2010",548
"13143","2011",542
"13143","2012",580
"13143","2013",682
"13143","2014",674
"13143","2015",709
"13143","2016",790
"13143","2017",798
"13143","2018",853
"13145","2007",625
"13145","2008",680
"13145","2009",703
"13145","2010",728
"13145","2011",721
"13145","2012",726
"13145","2013",806
"13145","2014",764
"13145","2015",817
"13145","2016",848
"13145","2017",841
"13145","2018",891
"13147","2007",494
"13147","2008",537
"13147","2009",551
"13147","2010",569
"13147","2011",563
"13147","2012",572
"13147","2013",574
"13147","2014",636
"13147","2015",586
"13147","2016",645
"13147","2017",628
"13147","2018",687
"13149","2007",837
"13149","2008",864
"13149","2009",920
"13149","2010",955
"13149","2011",923
"13149","2012",893
"13149","2013",930
"13149","2014",954
"13149","2015",977
"13149","2016",1010
"13149","2017",1054
"13149","2018",1099
"13151","2007",837
"13151","2008",864
"13151","2009",920
"13151","2010",955
"13151","2011",923
"13151","2012",893
"13151","2013",930
"13151","2014",954
"13151","2015",977
"13151","2016",1010
"13151","2017",1054
"13151","2018",1099
"13153","2007",674
"13153","2008",737
"13153","2009",756
"13153","2010",782
"13153","2011",772
"13153","2012",774
"13153","2013",860
"13153","2014",807
"13153","2015",887
"13153","2016",857
"13153","2017",866
"13153","2018",881
"13155","2007",488
"13155","2008",534
"13155","2009",547
"13155","2010",566
"13155","2011",559
"13155","2012",536
"13155","2013",741
"13155","2014",669
"13155","2015",608
"13155","2016",649
"13155","2017",596
"13155","2018",659
"13157","2007",623
"13157","2008",680
"13157","2009",698
"13157","2010",721
"13157","2011",712
"13157","2012",675
"13157","2013",776
"13157","2014",818
"13157","2015",727
"13157","2016",829
"13157","2017",784
"13157","2018",821
"13159","2007",837
"13159","2008",864
"13159","2009",920
"13159","2010",955
"13159","2011",923
"13159","2012",893
"13159","2013",930
"13159","2014",954
"13159","2015",977
"13159","2016",1010
"13159","2017",1054
"13159","2018",1099
"13161","2007",505
"13161","2008",550
"13161","2009",565
"13161","2010",584
"13161","2011",577
"13161","2012",536
"13161","2013",437
"13161","2014",636
"13161","2015",586
"13161","2016",645
"13161","2017",596
"13161","2018",659
"13163","2007",476
"13163","2008",518
"13163","2009",531
"13163","2010",548
"13163","2011",542
"13163","2012",536
"13163","2013",530
"13163","2014",636
"13163","2015",586
"13163","2016",645
"13163","2017",596
"13163","2018",659
"13165","2007",476
"13165","2008",518
"13165","2009",531
"13165","2010",548
"13165","2011",542
"13165","2012",536
"13165","2013",519
"13165","2014",636
"13165","2015",586
"13165","2016",645
"13165","2017",596
"13165","2018",659
"13167","2007",525
"13167","2008",574
"13167","2009",588
"13167","2010",608
"13167","2011",601
"13167","2012",536
"13167","2013",593
"13167","2014",636
"13167","2015",586
"13167","2016",645
"13167","2017",596
"13167","2018",659
"13169","2007",622
"13169","2008",680
"13169","2009",698
"13169","2010",721
"13169","2011",712
"13169","2012",698
"13169","2013",729
"13169","2014",804
"13169","2015",756
"13169","2016",776
"13169","2017",909
"13169","2018",860
"13171","2007",566
"13171","2008",608
"13171","2009",647
"13171","2010",677
"13171","2011",649
"13171","2012",560
"13171","2013",599
"13171","2014",636
"13171","2015",657
"13171","2016",674
"13171","2017",682
"13171","2018",743
"13173","2007",593
"13173","2008",646
"13173","2009",663
"13173","2010",684
"13173","2011",676
"13173","2012",683
"13173","2013",774
"13173","2014",777
"13173","2015",798
"13173","2016",752
"13173","2017",750
"13173","2018",760
"13175","2007",491
"13175","2008",536
"13175","2009",550
"13175","2010",568
"13175","2011",561
"13175","2012",536
"13175","2013",586
"13175","2014",636
"13175","2015",588
"13175","2016",653
"13175","2017",609
"13175","2018",659
"13177","2007",592
"13177","2008",649
"13177","2009",666
"13177","2010",688
"13177","2011",680
"13177","2012",615
"13177","2013",742
"13177","2014",759
"13177","2015",703
"13177","2016",765
"13177","2017",806
"13177","2018",766
"13179","2007",571
"13179","2008",623
"13179","2009",639
"13179","2010",660
"13179","2011",652
"13179","2012",690
"13179","2013",928
"13179","2014",805
"13179","2015",793
"13179","2016",918
"13179","2017",980
"13179","2018",910
"13181","2007",500
"13181","2008",545
"13181","2009",559
"13181","2010",577
"13181","2011",570
"13181","2012",633
"13181","2013",554
"13181","2014",636
"13181","2015",586
"13181","2016",645
"13181","2017",624
"13181","2018",659
"13183","2007",513
"13183","2008",559
"13183","2009",574
"13183","2010",593
"13183","2011",586
"13183","2012",572
"13183","2013",769
"13183","2014",636
"13183","2015",612
"13183","2016",675
"13183","2017",791
"13183","2018",694
"13185","2007",593
"13185","2008",646
"13185","2009",663
"13185","2010",684
"13185","2011",676
"13185","2012",683
"13185","2013",774
"13185","2014",777
"13185","2015",798
"13185","2016",752
"13185","2017",750
"13185","2018",760
"13187","2007",685
"13187","2008",746
"13187","2009",765
"13187","2010",791
"13187","2011",781
"13187","2012",726
"13187","2013",852
"13187","2014",832
"13187","2015",769
"13187","2016",818
"13187","2017",771
"13187","2018",853
"13189","2007",628
"13189","2008",702
"13189","2009",694
"13189","2010",697
"13189","2011",675
"13189","2012",680
"13189","2013",790
"13189","2014",780
"13189","2015",771
"13189","2016",785
"13189","2017",799
"13189","2018",827
"13191","2007",592
"13191","2008",646
"13191","2009",663
"13191","2010",684
"13191","2011",676
"13191","2012",756
"13191","2013",748
"13191","2014",718
"13191","2015",746
"13191","2016",846
"13191","2017",862
"13191","2018",798
"13193","2007",491
"13193","2008",537
"13193","2009",551
"13193","2010",569
"13193","2011",563
"13193","2012",536
"13193","2013",541
"13193","2014",636
"13193","2015",586
"13193","2016",645
"13193","2017",596
"13193","2018",659
"13195","2007",696
"13195","2008",761
"13195","2009",781
"13195","2010",807
"13195","2011",798
"13195","2012",764
"13195","2013",826
"13195","2014",772
"13195","2015",795
"13195","2016",807
"13195","2017",868
"13195","2018",836
"13197","2007",625
"13197","2008",680
"13197","2009",703
"13197","2010",728
"13197","2011",721
"13197","2012",726
"13197","2013",806
"13197","2014",764
"13197","2015",817
"13197","2016",848
"13197","2017",841
"13197","2018",891
"13199","2007",524
"13199","2008",561
"13199","2009",598
"13199","2010",625
"13199","2011",599
"13199","2012",654
"13199","2013",676
"13199","2014",684
"13199","2015",646
"13199","2016",726
"13199","2017",702
"13199","2018",786
"13201","2007",536
"13201","2008",582
"13201","2009",598
"13201","2010",618
"13201","2011",611
"13201","2012",536
"13201","2013",534
"13201","2014",636
"13201","2015",586
"13201","2016",645
"13201","2017",622
"13201","2018",676
"13205","2007",480
"13205","2008",525
"13205","2009",538
"13205","2010",555
"13205","2011",548
"13205","2012",617
"13205","2013",681
"13205","2014",750
"13205","2015",701
"13205","2016",728
"13205","2017",614
"13205","2018",701
"13207","2007",582
"13207","2008",634
"13207","2009",650
"13207","2010",671
"13207","2011",663
"13207","2012",659
"13207","2013",604
"13207","2014",686
"13207","2015",690
"13207","2016",706
"13207","2017",884
"13207","2018",823
"13209","2007",476
"13209","2008",518
"13209","2009",531
"13209","2010",548
"13209","2011",542
"13209","2012",536
"13209","2013",541
"13209","2014",665
"13209","2015",617
"13209","2016",645
"13209","2017",596
"13209","2018",659
"13211","2007",554
"13211","2008",605
