"year","fips","total_population","land_area","pop_density","pop_65_74","pop_75_84","pop_85_up","black_pop","hispanic_pop","hh_inc","gini3","home_value","poor_renter_units","no_burden_info4","pov_universe","extreme_pov_pop","pov_pop","owner_units","burdened_owners1","burdened_owners2","poor_burdened_renters","renter_units","burdened_renters"
"2010","34037",149239,287.5435,519.0137,10396,4930,2306,2844,,84115,0.389,293700,2095,403,148139,3974,8690,46281,18946,11190,1912,7808,4969
"2010","34039",537661,5227.371,102.855,34227,21303,12414,115299,147611,66665,0.481,378300,15621,1997,529835,27985,58979,111840,48113,33640,14127,68637,35348
"2010","34041",108714,304.5914,356.9175,7931,5695,1972,4294,,71832,0.409,287700,2416,782,107501,2765,7686,31546,12405,5584,2110,8624,4968
"2010","35001",664639,572.556,1160.828,44089,26908,10412,19093,319212,47624,0.452,192800,28962,3856,658847,50442,109210,165653,47162,32000,26463,89591,43075
"2010","35005",65779,10.84518,6065.275,4923,3204,1199,864,,34325,0.406,93400,2667,710,64785,3672,15012,16008,3191,1586,2291,6997,3181
"2010","35013",210538,55.29544,3807.511,14809,8567,2804,2611,138683,35230,0.47,145600,11645,1519,203917,21211,53665,45931,12143,6882,10135,25001,14773
"2010","35031",71797,13.17422,5449.809,4069,2375,586,326,9612,29369,0.498,60800,1608,571,71242,10773,23804,11827,2080,1194,1266,4092,1804
"2010","35043",132330,35.66221,3710.65,9690,4187,1950,3210,46652,51959,0.47,174000,1942,1391,131949,8540,19922,37454,11534,8776,1711,7552,3830
"2010","35045",130145,23.60664,5513.067,8218,4105,1547,285,24971,45127,0.434,153200,3390,1781,127900,14321,34667,28961,5616,2728,3009,10498,4317
"2010","35049",144606,75.73318,1909.414,13162,6158,2196,898,73398,47080,0.501,284800,6443,1647,140619,10927,25325,41770,16753,13442,5550,17466,9323
"2010","35061",76759,71.99475,1066.175,6220,2879,1639,1085,,39241,0.456,135200,3026,528,74276,8739,19430,21474,6577,5342,2744,5235,3424
"2010","36001",303833,581.1603,522.8041,20905,14318,7151,39731,15062,53965,0.463,213300,16259,1284,286872,16672,39250,68686,17060,9498,14322,49526,26134
"2010","36005",1386657,32940.12,42.0963,80533,45473,20754,485789,743681,32568,0.48,388900,139119,7488,1351398,180413,408584,87289,38408,31914,122544,367623,213015
"2010","36007",200272,283.7654,705.7661,15613,11654,5576,8352,6906,44473,0.435,107300,9744,1517,187896,16957,31846,53427,11818,6376,9085,24140,12880
"2010","36009",80229,61.32072,1308.351,6427,4254,1616,1259,,41578,0.409,77800,3171,373,77490,5985,11271,23618,5345,2768,2439,7936,3567
"2010","36011",79978,115.6449,691.5824,6167,4093,1897,2678,,49136,0.389,102400,2755,406,75737,2571,8409,22600,5382,3020,2051,7499,3203
"2010","36013",134768,127.1125,1060.226,11347,7106,4074,3499,8309,40443,0.415,84300,6676,1047,128111,11066,21958,38811,8467,4560,5718,14204,6869
"2010","36015",88824,218.0524,407.3516,6664,4779,2217,6075,,47643,0.442,92100,4205,714,83372,5208,12332,23628,3503,1416,3425,10919,5295
"2010","36019",82115,79.12011,1037.852,6138,3925,1183,3407,,43600,0.441,131100,4617,848,75426,5612,11919,20250,4731,3358,3450,9916,4778
"2010","36027",297577,374.0144,795.6298,21041,13702,5187,30137,31443,69613,0.427,299100,7700,816,280681,7440,21006,75081,27847,16776,7030,30380,15660
"2010","36029",918652,881.0375,1042.693,69775,51034,23331,119408,42007,46816,0.444,123700,50051,4640,892574,59453,128321,243371,56216,29324,45050,124669,63706
"2010","36045",116582,91.8989,1268.59,6938,4249,1865,5201,6222,43557,0.427,128200,4381,2247,113767,5789,14508,25289,5611,3348,3338,17258,7351
"2010","36047",2508340,35420.64,70.81578,153567,95929,39414,854773,499418,42143,0.505,566700,176328,15733,2484504,266116,571936,270783,127274,111022,153585,596741,329676
"2010","36051",65333,103.4139,631.7625,4612,2516,1769,1443,,50640,0.401,110400,2405,1091,60269,5725,8726,17175,3846,2286,2238,4917,2562
"2010","36053",73439,112.1476,654.8421,5700,2763,1780,1378,,53006,0.413,118900,1708,422,68812,3479,6487,20135,5011,2248,1278,5172,1535
"2010","36055",744389,1132.658,657.2055,52098,33704,18000,110968,54300,49532,0.462,134600,37212,2659,718286,54262,110880,191964,50294,28442,33384,95625,53063
"2010","36059",1341245,4710.817,284.716,98729,72144,34293,146040,196661,91104,0.448,463200,17919,3759,1319454,36808,77687,353617,154694,108382,15756,82454,48408
"2010","36061",1586698,69504.56,22.82869,115819,68435,30640,247629,405499,63832,0.594,825900,117700,12466,1550475,122072,254289,159634,43599,29588,101386,539316,248647
"2010","36063",216546,414.554,522.359,17421,11830,5173,15747,,43991,0.445,107700,12038,653,211575,12905,30374,59952,14854,5788,10329,26173,13701
"2010","36065",234845,193.698,1212.429,18532,12457,7190,11512,10883,47286,0.417,105600,9388,1410,220778,14767,33044,61574,12898,5920,7895,25635,11501
"2010","36067",467204,600.2186,778.3897,32528,22672,10602,49847,18956,50426,0.463,134700,23305,1568,450062,33287,63694,117987,28147,16262,20920,62336,31975
"2010","36069",108116,167.8649,644.0655,9047,5556,2290,2773,,53567,0.446,134500,3141,481,105476,3922,10445,33210,8024,3338,2343,9844,4563
"2010","36071",373355,459.9747,811.6859,22341,12911,6091,39144,67588,65891,0.405,286600,8936,1763,361429,15691,39571,85699,37587,23414,8379,36502,20477
"2010","36075",122114,128.3182,951.6497,8536,5057,1701,888,,44643,0.449,92700,4363,844,116339,8953,20439,33261,9227,4852,3861,10149,5537
"2010","36079",99713,432.9483,230.3116,7274,3576,1523,1975,,81233,0.419,390400,1434,407,96865,5656,8831,29223,11998,10214,1224,4709,2941
"2010","36081",2233841,20582.3,108.5321,151165,95163,40912,411792,616676,53054,0.44,464800,90570,12198,2213118,142630,332165,335605,146737,123398,85295,413015,233405
"2010","36083",159428,244.3598,652.4314,11303,7106,3299,7610,,51653,0.429,177200,7057,781,153783,7244,22363,41779,11409,8956,6526,22125,11043
"2010","36085",469363,8041.12,58.37035,32941,18537,8064,48499,81552,70560,0.438,452300,13180,3305,462222,27497,54353,113108,45420,35860,11350,44760,25233
"2010","36087",312183,1798.805,173.5502,22411,14446,5147,38962,49087,84027,0.434,448300,6628,1431,306611,18188,33322,68032,27077,18860,5763,27760,15185
"2010","36089",111894,41.74562,2680.377,8212,5870,1356,2374,2171,40163,0.449,85300,3891,1002,99543,8200,17336,30370,7273,3446,3275,11585,5495
"2010","36091",219960,271.5609,809.984,16748,8375,4847,3201,5341,66212,0.413,236200,6311,1255,215687,6083,13435,64087,15786,7760,4768,24871,11001
"2010","36093",154889,757.3447,204.5159,10352,7529,4707,15807,8908,52331,0.429,168000,5062,1052,152363,6744,17261,40445,11804,5284,4089,16261,8025
"2010","36101",98930,71.14404,1390.559,8200,5035,2465,2015,,45995,0.436,86300,3581,977,97173,4496,13247,29370,5396,3568,3087,10191,4455
"2010","36103",1494434,1638.542,912.0512,108739,66459,27421,110611,247891,81551,0.422,390800,18286,4868,1471909,42338,90710,391346,174226,120878,16670,95725,55980
"2010","36105",77500,80.05107,968.1319,6991,3208,1337,7510,,43578,0.457,183800,4214,913,76656,9404,15678,20016,7250,4760,3862,10303,5803
"2010","36109",101620,214.0952,474.6487,5714,3684,1775,4838,,52064,0.452,167600,5516,195,86481,12386,18882,21057,4737,2204,4597,15540,8065
"2010","36111",182435,162.2748,1124.235,14243,8114,4550,9673,15988,51301,0.442,234300,6330,1140,170106,10105,20926,47091,19288,12318,5234,19542,11384
"2010","36113",65697,75.77926,866.9523,6068,3376,1826,,,52715,0.398,205600,2364,381,64483,2029,5501,19993,5025,3206,2222,8399,4101
"2010","36117",93753,155.2649,603.8262,7291,4717,1261,2559,,50363,0.387,104200,3256,459,93099,2638,8984,27818,5764,2876,2443,8208,3634
"2010","36119",950541,2208.007,430.4972,69028,48024,22370,131984,208348,77415,0.532,526000,25893,3947,926374,37163,81268,216751,90697,66046,23818,121438,66487
"2010","37001",151528,357.4252,423.9432,11669,5641,4090,27365,,41058,0.439,132900,7855,1350,147954,13097,27972,38643,10260,6668,7234,19080,9913
"2010","37019",107992,127.5035,846.9731,15277,5980,1743,11715,,43884,0.457,190100,4331,1411,107905,7285,18215,35433,12056,11038,3882,9475,5853
"2010","37021",238832,363.7006,656.672,19964,12767,5019,14382,14368,43241,0.427,192100,10713,3187,233369,18231,39191,66083,18907,11958,8675,31066,15629
"2010","37023",90771,179.0004,507.0994,8492,4163,2219,5909,,38131,0.45,114400,2913,1088,88541,6360,16588,26484,4942,3030,2609,8248,4472
"2010","37025",178588,493.6794,361.749,11149,7086,1895,26979,,48666,0.417,169000,3931,1494,176591,11756,22911,47906,15063,9616,3879,13886,7275
"2010","37027",82998,176.0051,471.5658,7628,3666,1531,4617,,36050,0.435,107200,3216,1379,81536,7301,14947,22875,5132,3536,2818,6424,3847
"2010","37031",66685,131.7231,506.2515,7184,4355,762,3828,,40614,0.442,197500,3192,221,66219,3370,8273,19419,6413,3872,2659,8561,4193
"2010","37035",154389,387.2102,398.7215,12068,7217,2256,13113,13077,41244,0.44,130200,4367,1246,152178,9540,20425,41605,10788,6874,4001,15549,6798
"2010","37045",98050,211.1997,464.2525,8403,4446,1936,20616,,38282,0.452,110200,5482,1811,96217,8538,19948,25245,6047,4334,4733,9720,5515
"2010","37049",103908,146.5645,708.9576,8853,5423,2026,21552,,40218,0.508,146000,4926,1137,98668,7158,17671,24997,8930,5106,4300,13439,7332
"2010","37051",320267,490.9699,652.3149,17999,9839,2762,114786,30401,43205,0.438,126900,11881,1979,302323,24975,54522,66572,19029,14066,10896,47186,21340
"2010","37057",162930,294.8026,552.6748,13624,7038,2492,15004,,39660,0.421,133400,7390,2311,160571,10553,28053,45148,12563,9336,7035,17493,8389
"2010","37063",268454,938.7312,285.9754,14704,7347,4429,101507,36240,47401,0.454,177400,14501,753,255248,27053,47993,59211,17174,9528,13619,45448,24212
"2010","37067",351335,860.8039,408.1475,24350,14097,7212,93183,41957,43537,0.479,150500,16865,1938,341429,26539,55986,89172,23200,12402,15415,45277,22772
"2010","37071",206213,579.2057,356.0272,15282,8477,3200,31661,,39054,0.461,127400,9056,2383,202974,16911,41514,51883,15701,10296,8473,23301,12165
"2010","37081",489681,758.3681,645.7036,32477,20673,7323,156852,35109,42090,0.473,157900,23757,3663,476461,39982,84105,116706,34513,23448,20745,69318,35791
"2010","37085",115733,194.5135,594.9869,7086,3737,1227,25064,12532,39584,0.419,141300,3889,1066,111627,6635,17377,25799,8101,6596,3426,11249,6499
"2010","37089",106978,286.752,373.0681,12340,8023,3506,3671,,43105,0.454,192600,3923,919,106465,7982,17719,34336,7922,4322,3592,9598,5667
"2010","37097",159771,278.4276,573.8333,12736,6107,2260,19243,,45714,0.472,173900,5045,1622,158801,10775,21842,42395,12538,8174,4776,14570,7477
"2010","37101",169735,214.5017,791.2991,10850,5472,1197,27232,,45988,0.399,139200,5193,1077,168434,8668,27993,43956,11951,6012,4223,14914,9096
"2010","37109",78450,263.3099,297.9379,6565,3212,736,,,42456,0.423,152500,1857,582,77486,4583,12276,23228,6132,4778,1726,5301,2302
"2010","37119",923427,1762.796,523.8424,46167,24004,11626,284737,112890,52188,0.489,187400,37282,4300,908026,69106,138893,217482,67718,51742,34775,129834,66790
"2010","37125",88569,126.9183,697.8428,10518,7157,2643,12306,,47692,0.496,196500,3247,1366,87684,7723,16243,27509,6876,3536,2556,8234,3695
"2010","37127",95938,177.5293,540.4065,7428,4360,1596,35875,,42967,0.437,115700,5135,1253,93344,5879,13153,24867,6214,2206,4739,12625,6948
"2010","37129",203341,1061.642,191.5344,15748,9523,2923,30004,10798,46130,0.471,223300,10421,1259,201781,19851,36502,50590,15696,11850,10226,31890,17787
"2010","37133",179471,235.2966,762.7437,8299,4165,1257,29556,18134,41787,0.398,149600,5628,1509,162965,11636,23792,31641,9905,5632,5608,26231,13887
"2010","37135",134197,337.2142,397.9577,8138,3918,1553,16095,,48207,0.532,271500,7075,690,124207,11829,24931,29582,6490,4866,6820,19638,11611
"2010","37147",168817,258.9319,651.9745,9589,4477,2633,58036,,39222,0.498,133800,10907,1285,161533,18690,34672,36638,11433,8082,10091,25371,13974
"2010","37151",141960,181.4145,782.5174,11620,6481,1843,7320,,38267,0.417,115200,4567,1478,139285,9955,26883,39454,11536,5888,4286,12541,6441
"2010","37155",134473,141.6667,949.2208,9301,4683,1155,32487,,29453,0.481,63500,6732,2373,131640,24580,40963,27626,7046,3514,6001,12447,7333
"2010","37157",93641,165.5748,565.551,8302,5432,1583,17185,,37818,0.436,102800,4109,1231,91969,6662,17071,26121,5899,3706,3978,8660,5101
"2010","37159",138446,270.7336,511.3735,11014,6449,2542,23372,,37360,0.452,128400,5568,1531,134292,10529,28664,36477,10297,8534,5276,14001,7270
"2010","37161",67772,120.131,564.1509,6523,3750,1452,,,35442,0.438,96000,3391,1121,67445,3459,17813,19320,5028,3808,2501,6357,2908
"2010","37171",73694,138.4793,532.1662,6940,3928,1414,2190,,35928,0.441,118400,2718,1281,73008,5970,14080,21061,5055,2950,2584,6803,3157
"2010","37179",202206,320.1892,631.5203,11642,5248,2006,22735,21192,65576,0.412,188200,3663,443,201057,5223,15719,57996,16883,8192,3497,9736,6338
"2010","37183",906969,1085.906,835.2186,45280,23476,8575,187646,88908,61426,0.442,232800,27091,2727,884085,47346,106024,223514,59650,40880,23928,108871,49934
"2010","37191",122907,222.22,553.087,9320,5084,1983,39155,12212,40787,0.446,106900,5675,1665,119924,7359,23680,29850,7698,4588,4630,15703,7352
"2010","37193",69287,91.85869,754.2781,6671,3400,1542,2943,,31869,0.433,110800,3073,805,68304,5990,14067,20072,5175,3822,2586,6020,3399
"2010","37195",81359,220.9796,368.1743,6527,3595,1335,32193,,34883,0.461,113100,4951,896,79753,9753,18909,19058,6717,4388,4271,12446,6975
"2010","38015",81666,50.02042,1632.653,5593,3979,1843,317,,55489,0.423,166800,3532,438,78959,2575,7613,24734,4762,2164,3070,8549,3595
"2010","38017",150230,85.11918,1764.937,7276,5416,1932,3514,,50616,0.438,155800,9599,1125,145626,7164,18525,33583,5144,3380,8406,29552,11307
"2010","38035",66991,46.6389,1436.376,3544,2398,965,1874,,42923,0.453,148000,4131,519,62664,6678,10740,14715,2592,544,3793,11426,5623
"2010","39003",106205,263.8662,402.4956,8045,5063,2538,12958,,41057,0.442,110200,5734,819,102060,8831,19717,27690,6244,3282,4757,11668,6329
"2010","39007",101429,144.4999,701.9311,8219,5195,2218,3515,,38751,0.423,114800,5214,1108,98239,5838,14613,27507,8020,4092,4618,8931,5450
"2010","39013",70319,132.1466,532.1285,6241,4134,2173,,,38548,0.425,86500,2774,920,66396,3143,9625,21455,3751,1698,1917,5405,2386
"2010","39017",368630,789.2636,467.0556,22846,13099,6571,27940,14793,54541,0.428,157800,11478,1719,355570,21735,48410,97210,24207,15628,10531,35446,19119
"2010","39023",138193,347.679,397.473,12118,6689,3648,12846,,39580,0.432,102000,8619,713,135777,14691,27945,35471,8280,4694,7105,18670,10052
"2010","39025",197604,437.0803,452.1,13674,7385,2409,2468,,56952,0.406,153000,4106,571,196561,9740,17453,56528,15230,8078,3869,14236,6572
"2010","39029",107800,202.6722,531.8933,9431,6105,2238,2172,,35909,0.412,92100,6366,891,102425,4776,18614,30798,7682,5556,5156,10789,5937
"2010","39035",1278208,2795.786,457.1909,95807,71599,31162,377263,61499,41347,0.484,132200,78224,7128,1250764,108867,223790,325360,102643,65544,68803,188294,100029
"2010","39041",175250,395.511,443.0977,10124,4754,2014,6402,,85146,0.43,245900,2361,342,170253,4494,10540,52818,13800,10864,2190,9816,4384
"2010","39043",77070,306.3708,251.5579,7264,4094,1933,5586,,42246,0.441,134100,3429,697,75939,6006,11953,22233,5888,3106,2719,9081,4498
"2010","39045",146351,290.1423,504.411,10495,5789,1900,,,55981,0.417,167400,4109,530,143669,7590,16629,39830,9844,6360,3731,12711,6366
"2010","39049",1165897,2190.761,532.1882,63313,36756,16347,249476,56067,47557,0.463,155000,66416,4300,1144399,110401,212815,255244,72510,41836,61264,196194,101639
"2010","39055",93408,233.4243,400.1641,7945,3646,2684,458,,61236,0.451,226300,796,600,91564,2537,7068,29971,10215,5672,534,3648,1393
"2010","39057",161605,390.6055,413.7294,12155,7743,2628,12212,,51048,0.445,155200,6523,923,150031,14449,21674,41729,9148,5890,5738,18595,9112
"2010","39061",802252,1976.427,405.9103,54280,35809,17644,206307,20737,46236,0.506,149400,49059,4904,781880,70882,143791,196719,56811,35210,44348,118070,64048
"2010","39063",74727,140.6341,531.3578,5683,3389,1922,,,50150,0.412,131600,2956,306,72803,4832,8998,21019,3795,1352,2710,8566,3484
"2010","39081",69614,170.4852,408.3286,6438,4304,1754,,,36008,0.439,85500,4541,762,67691,6833,12767,21063,3992,1964,3893,6840,4456
"2010","39085",230101,1011.465,227.4928,19432,12696,4763,8390,,52685,0.412,152600,5821,625,226980,8513,21511,72759,20179,9396,5266,19980,9427
"2010","39089",166701,244.2505,682.5002,12652,7417,1961,6021,,51132,0.407,155100,6111,1435,162809,7286,20259,47314,12766,7206,5452,14750,7816
"2010","39093",301449,613.8223,491.1014,22577,13503,6953,26903,25418,50200,0.418,144000,11802,1330,290941,18903,41368,84618,22545,13000,10231,29414,16544
"2010","39095",441468,1295.178,340.8551,29444,19316,9134,84331,27035,38773,0.482,115400,26953,2044,433789,41638,84197,111165,29858,18828,23542,60213,33852
"2010","39099",238310,578.9519,411.6231,20379,15397,7117,38720,,37847,0.462,96600,11220,2860,231398,13669,37106,69621,18331,9906,9647,23925,13351
"2010","39101",66482,164.6583,403.7574,4925,3374,1316,3548,,38824,0.406,94800,3906,330,62131,4532,12692,17087,3997,1926,3479,7877,4099
"2010","39103",172592,409.6094,421.3575,12899,7248,2753,2503,,63543,0.393,185900,3311,783,170921,4668,13085,52554,12719,5986,3055,12588,5129
"2010","39109",102461,252.0068,406.5802,8635,5378,1608,2796,,49222,0.4,135200,3912,297,102308,3477,12808,29337,6195,4296,3603,11311,5335
"2010","39113",535059,1159.258,461.5532,41757,26441,13243,111428,12345,40618,0.444,115200,31165,3420,522244,44146,93013,140665,39895,25698,27172,76543,40831
"2010","39119",86142,129.619,664.5787,6794,4457,1663,,,40894,0.403,103100,4107,805,84201,6466,14440,23665,5372,3424,3540,9464,4970
"2010","39133",161386,331.129,487.381,11961,7034,2141,6170,,49244,0.427,155900,7754,887,154432,13008,24749,42261,10768,6178,7333,17243,9082
"2010","39139",124177,250.7266,495.2686,10663,7119,2676,,,41572,0.404,106300,3700,1344,117339,6495,15151,32995,6646,4202,3048,13057,4386
"2010","39141",78090,113.3073,689.1878,5966,3167,1280,,,40811,0.442,117300,3628,1206,71332,4936,14003,18821,4454,2526,3123,7575,3842
"2010","39145",79506,130.2922,610.2133,6780,4265,1248,2202,,36859,0.445,91700,4615,1514,75678,6424,15638,20848,3547,1502,3750,7028,4101
"2010","39151",375321,652.4251,575.2706,30965,21320,8364,28209,6036,42664,0.429,123700,14847,1864,366099,21468,52422,107122,25298,14402,12640,38648,19391
"2010","39153",541565,1312.096,412.7481,39730,28513,11247,76188,8764,45593,0.454,141700,25514,3488,532666,39076,81629,151226,40780,22136,21331,63338,32816
"2010","39155",209936,339.5393,618.2965,18935,12862,4592,18413,,40153,0.411,101000,9015,1323,206407,13225,38066,61271,12735,8042,8251,21100,11355
"2010","39157",92542,163.0306,567.6358,7757,5329,2020,,,38882,0.39,111600,3404,536,90835,5335,13506,26092,5481,2580,2913,7435,4069
"2010","39165",213192,531.2351,401.3138,13075,7847,1955,7336,,66499,0.397,186800,2988,693,205797,3386,10525,58967,15358,11524,2278,14979,7390
"2010","39169",114505,206.3419,554.9285,9206,5013,2620,1493,,46288,0.416,139000,3228,684,112287,7403,13214,31487,7357,4546,2551,8804,3822
"2010","39173",125502,203.3394,617.2047,8164,5766,1609,3173,,47485,0.423,149500,5012,750,115994,8519,16339,32129,8361,4138,4521,13912,6330
"2010","40017",116237,129.6382,896.6259,7519,3843,1289,2397,7898,56072,0.39,135600,3125,681,113507,4335,10644,31378,7269,3534,2964,9474,4624
"2010","40027",256895,476.8208,538.7664,15011,8295,3041,9944,18107,50967,0.437,135100,9811,1551,243934,19703,35142,63258,14266,7546,9466,29129,15638
"2010","40031",125368,117.2445,1069.287,6939,4824,1405,21250,14100,43817,0.431,114200,6463,1603,113889,10780,20099,25394,4580,2668,5747,18443,8248
"2010","40037",70133,73.81326,950.1409,6233,3408,899,1651,2198,40640,0.426,108700,2353,1163,69343,4813,10732,20117,4616,2992,1959,5941,2841
"2010","40101",71110,87.74133,810.4504,5374,3239,1633,7294,,39910,0.426,90100,3402,767,64600,4392,13742,18768,3938,1830,3002,6811,3600
"2010","40109",721178,1017.436,708.8189,45574,29467,11754,110270,109348,42564,0.483,124100,33755,6083,707527,55187,127046,171401,40715,24668,30952,96027,48394
"2010","40119",77448,113.1119,684.7027,4540,2675,997,2376,,35488,0.479,137000,5095,746,70378,8098,16344,15149,3475,1498,4391,13473,6649
"2010","40125",69608,88.37184,787.6717,5898,2963,1146,2064,2909,36795,0.456,91700,2254,564,67022,6175,12358,19081,4130,2000,2123,5912,3335
"2010","40131",86988,128.7505,675.6325,6826,3232,1542,219,,56176,0.392,145000,1454,807,86482,3163,7548,25366,4720,2334,1167,6192,2466
"2010","40143",605418,1061.678,570.2464,38802,23379,11236,64590,67106,43836,0.478,135000,26890,5331,595151,42831,97093,148148,37445,23784,24683,83295,40590
"2010","40145",73349,130.6176,561.5554,5992,2255,1047,2492,,57884,0.395,136300,1670,629,72907,2580,8898,21462,3966,2810,1409,4042,2374
"2010","41003",85575,126.6012,675.9414,5298,3185,1829,807,,45913,0.496,255900,5925,699,81455,11650,17228,19207,5023,3280,5634,12391,7487
"2010","41005",376891,201.5113,1870.322,28537,14925,7567,2755,29398,57298,0.428,307400,10665,985,374870,14684,38265,99499,37596,25694,9886,42392,21334
"2010","41017",157894,52.31421,3018.186,13740,7026,2761,668,,44680,0.449,260700,7213,353,157453,12089,24171,41292,15944,13670,7087,21651,13888
"2010","41019",107638,21.37339,5036.075,12086,7465,2894,154,,36510,0.417,172200,4318,516,106375,6121,20921,31029,10566,7674,3617,12263,5858
"2010","41029",203462,73.09448,2783.548,18949,13143,4487,1290,21815,40177,0.454,236200,9733,1269,200897,14075,29887,51708,19696,16000,9173,28025,18167
"2010","41033",82807,50.50231,1639.668,9803,5823,2904,167,,36626,0.43,219200,4290,1152,81898,5489,14192,21555,6346,5862,3784,11068,5813
"2010","41035",64723,10.8942,5941.052,6160,4028,982,52,,37660,0.428,163500,3627,1170,64201,3548,10098,18856,6623,4762,3523,7556,4814
"2010","41039",351983,77.3059,4553.119,28157,17068,7279,2876,26376,40276,0.462,229400,21437,1855,343938,34614,66513,86512,28348,19612,19607,54522,31897
"2010","41043",116910,51.04952,2290.129,9968,5870,2359,487,,42900,0.392,180600,4828,364,116349,9867,21802,30149,9425,4478,4328,14191,7414
"2010","41047",316096,267.351,1182.326,21608,12844,6444,3461,77021,44570,0.428,199300,13816,1383,304876,22147,54664,69658,24675,14268,13053,42156,23225
"2010","41051",737902,1710.89,431.2971,41935,21736,14262,44592,80774,48043,0.479,275300,42373,4517,723067,62719,131789,162851,60262,38432,36913,130450,72526
"2010","41053",75625,102.0874,740.7869,6082,3666,1462,172,,48809,0.405,228300,3805,315,74354,3186,13183,19399,6235,3616,3431,8924,4510
"2010","41059",76079,23.66002,3215.509,5391,3043,1232,618,18141,44107,0.436,150700,3606,464,71874,4521,10269,16783,3829,1434,3001,9980,4729
"2010","41067",531744,734.2198,724.23,28809,15115,8893,9171,83973,60489,0.414,288200,15202,2002,525180,24251,48518,123030,41659,25710,14355,73170,33909
"2010","41071",99391,138.8414,715.86,6845,4155,2248,611,14649,50297,0.377,216200,3093,499,94160,5950,14117,22556,8813,5118,2720,10673,5916
"2010","42001",101485,195.6648,518.6675,8353,5173,2248,2035,,55652,0.388,203100,2782,566,97819,3201,10009,28848,8546,4848,2383,8316,4084
"2010","42003",1223583,1675.97,730.0745,96065,73798,35274,157538,19298,47505,0.488,119000,62123,6838,1182595,61515,141927,344318,77985,43508,51459,162990,79628
"2010","42005",68839,105.3869,653.2026,6280,4552,1827,720,,43695,0.4,90200,2290,1334,68491,2724,9172,21404,4083,2296,1633,5390,2222
"2010","42007",170567,392.3674,434.7125,15316,12592,3873,9881,,43898,0.435,115700,7599,1537,167290,12883,26953,49879,10834,6762,5886,17157,7393
"2010","42011",411850,480.8486,856.5065,30008,20162,9501,19106,67649,51759,0.441,175700,15544,2479,396545,27029,56061,110292,32596,19788,14465,41821,23410
"2010","42013",127031,241.5957,525.7998,10999,8001,3442,2009,,42990,0.445,105400,5980,1131,123937,6953,15232,36921,6178,2686,4605,13432,6155
"2010","42017",625472,1035.023,604.3073,47485,28547,15296,22251,26983,70999,0.436,308500,10176,1655,614811,16432,37830,179122,59909,34398,9344,45538,26668
"2010","42019",184059,233.3984,788.6042,14504,9542,4304,1706,,54256,0.415,163600,5204,1830,178483,5295,15775,54334,11995,6106,4405,16116,8212
"2010","42021",143498,208.4664,688.3506,13193,9125,5139,5234,,41220,0.414,86200,5252,2048,136660,6949,17635,42984,6744,2554,4078,13340,6092
"2010","42025",65220,170.9746,381.4603,6140,3949,1516,,,50332,0.397,145000,1642,489,64100,2343,8051,20568,6374,3052,1394,3879,2114
"2010","42027",154127,138.863,1109.921,9226,5555,2563,4197,,44746,0.442,192100,8608,1029,136923,15009,28597,32998,7317,4424,7970,21859,12506
"2010","42029",499797,665.9452,750.5077,34971,21326,8753,30354,32751,84284,0.439,330500,6812,2835,486354,13420,29972,139232,43103,25714,5947,41217,16878
"2010","42033",81562,71.25049,1144.722,7322,4056,2847,2035,,36331,0.41,90800,2851,799,78158,4736,12813,23459,5746,4260,2344,6491,3088
"2010","42037",67268,139.2401,483.1081,5508,3941,1319,986,,42086,0.458,132400,2151,829,61705,6181,10143,18828,3634,1724,2034,6037,3038
"2010","42039",88657,87.57996,1012.298,7845,5200,1587,1591,,38321,0.418,102900,3561,645,84414,5421,17455,25363,6809,5284,2666,8873,3716
"2010","42041",235861,432.4083,545.4591,18603,12871,5442,7594,6512,56209,0.419,177200,6268,1373,221716,6136,15030,69942,17357,8164,5411,23997,9984
"2010","42043",268220,510.8499,525.0466,19221,11198,6577,48361,18858,52177,0.421,160600,11228,1826,264099,15253,38103,69836,17178,9742,8936,35070,15453
"2010","42045",559276,3042.132,183.8434,37132,27559,15066,110512,16649,59125,0.452,243400,14319,3551,539763,24612,52446,145007,47599,32288,13441,56270,29235
"2010","42049",280686,351.2289,799.1541,20746,13792,6704,20346,9600,42519,0.451,117500,16426,2430,268692,22926,46718,72637,15248,8894,13834,33311,17713
"2010","42051",136446,172.6424,790.339,12063,8324,3892,5741,,35750,0.436,84200,6181,1730,133267,11639,28095,39347,8735,4428,4869,12899,6297
"2010","42055",149834,194.0293,772.2237,12862,8704,2855,4516,,49514,0.377,182400,4540,1443,146460,3823,13402,42628,11347,4596,3780,13296,5915
"2010","42063",88847,107.429,827.03,7205,3968,2830,2211,,41162,0.483,108000,3378,1157,85905,7879,16134,24812,3674,1624,3049,7274,3640
"2010","42069",214367,466.9512,459.0779,18140,11684,8744,5180,,42185,0.453,144900,8596,1653,204457,12581,27354,55173,16532,8744,6562,27000,11612
"2010","42071",520156,551.1235,943.8102,39334,27205,12479,19638,45231,51740,0.424,187400,17600,2441,506274,19908,52918,134138,36623,20290,16007,55870,28764
"2010","42073",90968,253.9762,358.1752,7939,6328,2931,4230,,38192,0.425,99500,4173,1073,88269,5291,14696,26933,7137,4478,3244,8214,4847
"2010","42075",133688,369.4745,361.8328,11264,7604,3673,1846,,51436,0.412,165300,4083,862,131707,6838,14382,36095,8960,3276,3572,13388,6205
