"year","fips","total_population","land_area","pop_density","pop_65_74","pop_75_84","pop_85_up","black_pop","hispanic_pop","hh_inc","gini3","home_value","poor_renter_units","no_burden_info4","pov_universe","extreme_pov_pop","pov_pop","owner_units","burdened_owners1","burdened_owners2","poor_burdened_renters","renter_units","burdened_renters"
"2015","50007",161382,300.7594,536.5817,12476,5975,3508,4265,,67997,0.4449,282800,5625,984,151527,9626,18662,40697,10242,4704,4490,22325,12406
"2015","51003",105703,146.6463,720.8022,10128,4531,3157,10590,,70589,0.4771,324700,1900,706,99013,6175,10660,25433,4721,3394,1806,13112,6199
"2015","51013",229164,8816.783,25.99179,13900,5098,2700,20354,35911,106768,0.4299,655000,4270,1146,226208,8088,15995,42995,8606,4576,3674,58331,22307
"2015","51015",74314,76.84748,967.0324,8566,4526,1219,,,56766,0.4142,198900,1639,595,70494,3299,6676,20823,3932,1748,1374,5846,2634
"2015","51019",77724,102.2818,759.9008,9374,4899,938,,,54062,0.4453,198500,1285,1087,77020,3626,6281,24443,4219,2590,1285,5762,2316
"2015","51041",335687,792.8866,423.3733,28451,9951,6284,76900,27400,75131,0.408,221100,4744,677,331316,11505,21458,88051,17559,9126,4515,32177,15384
"2015","51059",1142234,2922.416,390.8527,84213,36848,15116,109153,186859,113208,0.4225,544900,12426,4020,1133539,34294,69657,262100,60076,36046,10735,124434,55195
"2015","51061",68782,106.2026,647.6491,6635,2778,1216,5810,,91940,0.4155,373000,757,941,68354,2434,4570,19371,4851,2472,672,5041,2124
"2015","51069",83199,201.207,413.4995,7725,5234,777,3625,,71993,0.3877,247500,1425,337,82023,2227,5563,23721,4779,2110,1273,6064,2587
"2015","51085",103227,220.3036,468.567,9821,4656,1833,9924,,82085,0.3999,269400,1672,721,101238,3517,6771,30834,5756,3258,1530,7111,2512
"2015","51087",325155,1391.318,233.7029,25892,12902,7019,96570,17825,66085,0.4491,229700,7014,1865,321574,16303,29675,76928,18888,14020,6185,45783,20967
"2015","51095",73147,513.4602,142.459,9320,5355,2735,9453,,73968,0.3936,332700,948,793,72322,3302,5202,21076,4297,2232,888,6393,3145
"2015","51107",375629,728.3062,515.7569,19685,8752,2648,27685,50910,125003,0.392,477700,1750,1079,373928,5531,14810,94051,20018,12356,1570,24551,11502
"2015","51121",97653,252.651,386.5135,6144,3181,1287,4769,,52151,0.5082,212400,5081,304,88627,12913,19706,19785,4087,2296,4918,15690,8973
"2015","51153",451721,1342.757,336.4131,26010,9532,3720,95253,100678,99766,0.3811,369600,4005,2116,446447,13706,30291,97224,25096,16874,3623,38646,20842
"2015","51161",94409,376.7528,250.5861,10761,5477,2748,5893,,63210,0.3729,191200,1361,225,92193,3321,6534,27900,4654,2442,1218,9679,2778
"2015","51165",78593,92.55506,849.1486,7859,4433,2056,1735,,51979,0.4177,193800,1518,878,76657,2937,9485,21842,4049,2116,1374,7345,3629
"2015","51177",130475,324.9735,401.4943,10670,4236,1622,21291,11568,75535,0.3968,269600,1257,498,129963,4666,9983,32056,8039,4434,1257,9854,5497
"2015","51179",142003,527.795,269.0495,8616,3466,1413,25343,16770,95882,0.3639,318800,744,315,137837,3075,5091,33534,6228,3734,744,9733,5531
"2015","51199",67837,648.1811,104.6575,5728,3406,987,8604,,84580,0.4035,309600,652,156,66107,1756,3282,19070,3493,2436,652,5358,3004
"2015","51510",153511,10200.49,15.04937,10622,3588,1705,31470,25573,90056,0.4619,541700,3994,541,152261,6256,13916,28627,6723,4118,3177,39161,16835
"2015","51550",235429,690.8121,340.8003,17622,7901,3431,70444,12959,67491,0.3993,259200,3782,830,227720,9078,22550,56716,17024,10672,3368,25411,13855
"2015","51650",136454,2651.092,51.47086,11250,6253,1924,67048,,51867,0.4336,183700,6267,418,131502,11308,19792,29544,9437,7224,5594,22590,13311
"2015","51680",79812,1624.565,49.12824,5739,3707,1653,22715,,39374,0.5197,156100,4931,605,69151,7499,17160,13249,2228,1508,4741,13588,8744
"2015","51700",182385,2648.84,68.85466,12340,6682,2907,73574,15780,48630,0.4517,196400,10433,890,172947,14390,28895,32739,7779,4686,9229,36131,21107
"2015","51710",246393,4555.636,54.08531,14419,6884,3922,102513,18760,45996,0.4992,204800,12342,790,220601,23233,45136,38508,12745,7092,10709,46420,26065
"2015","51740",96201,2845.976,33.80246,7346,3810,2084,50543,3896,49242,0.4115,162300,4964,781,92722,7451,16687,19422,6169,4462,4392,16144,8667
"2015","51760",220289,3682.316,59.8235,14750,6298,4292,104583,14259,39906,0.5586,199900,18412,1789,209464,29770,51466,36076,10413,7604,15609,50924,29141
"2015","51770",99897,2349.09,42.52583,8706,3843,2717,27458,,39835,0.4673,134100,7420,376,97205,10294,21757,20819,5922,3120,6111,19574,9284
"2015","51800",88161,220.2973,400.191,7279,3090,1585,37780,,61203,0.4309,234200,2558,400,87227,5961,12205,21520,7013,4082,2214,9751,5502
"2015","51810",452745,1812.798,249.7492,33770,16146,7340,88810,36309,67281,0.4037,262900,8501,1791,441114,16515,34702,105516,30518,20022,8255,61110,33341
"2015","53005",190309,111.9189,1700.418,16228,7367,3415,804,39881,62484,0.4206,197300,5733,779,188814,12014,28942,46838,7160,4488,4794,20994,9726
"2015","53007",75644,25.90051,2920.56,7929,3903,1923,,,56890,0.4267,250500,1490,808,74474,3112,8102,18311,3849,2910,1135,7198,2348
"2015","53009",73486,42.26542,1738.679,11729,5645,2950,78,,44929,0.4688,220300,3552,171,72212,4396,11576,21361,5208,2756,2704,10094,5142
"2015","53011",459495,730.4835,629.0286,40824,16806,7520,9116,41538,64275,0.4294,262700,9527,2280,455381,21190,46750,105614,26174,15778,8280,57274,27090
"2015","53015",103468,90.74425,1140.216,11239,5219,2383,340,,49949,0.4223,187900,3406,575,102283,6699,15476,26261,7065,4622,3034,12981,6265
"2015","53021",88807,71.49962,1242.063,4030,2172,606,2109,,59664,0.4096,178600,1407,440,86552,8003,13666,16659,2675,756,1407,8045,3672
"2015","53025",93259,34.80454,2679.507,6863,3571,1433,423,,51667,0.4097,160300,1197,1366,91871,3925,14752,18879,3286,2024,996,10360,2999
"2015","53027",71122,37.3928,1902.024,8619,3238,2053,613,,44122,0.4512,157400,2788,423,67947,5652,9509,17582,3135,1798,2738,9310,4571
"2015","53029",80593,386.6187,208.456,11509,4630,2611,2731,,60532,0.3937,307500,1356,451,77996,2986,5545,23142,6494,3926,1264,9217,5012
"2015","53033",2117125,1000.747,2115.545,156173,71456,36397,134947,200748,81916,0.4612,438100,55809,10098,2087974,105118,203196,487690,124497,79504,47334,341112,152128
"2015","53035",260131,658.656,394.9421,27549,11412,4251,6354,19625,66090,0.4083,269200,5537,1747,252837,14672,24199,66933,15916,9076,4916,29110,14267
"2015","53041",75882,31.58065,2402.8,9147,4424,1991,538,,48179,0.418,169900,2232,891,74612,4128,10665,20067,4803,2144,2086,7915,4640
"2015","53053",843954,505.5206,1669.475,66051,32023,11676,57198,88335,60167,0.4277,249600,24428,4157,828673,49587,101821,182912,50236,27562,22397,115292,60447
"2015","53057",121846,70.38167,1731.218,14110,6999,2553,1203,21785,57122,0.4261,255900,3955,349,120035,7120,19256,31792,7854,4782,3384,15527,8480
"2015","53061",772501,370.1045,2087.251,58111,26460,11003,20169,76481,76251,0.4138,338500,14746,3577,760160,36784,70303,184863,45457,29530,12329,93103,44137
"2015","53063",490945,278.3465,1763.791,44631,21123,9637,7778,26599,48525,0.458,194400,21834,2157,476541,32864,74027,116044,29271,17846,19419,72672,37876
"2015","53067",269536,373.3188,721.9995,25872,11195,5429,8945,23122,62137,0.4082,244800,7740,1408,265540,15896,33713,67123,15500,6788,7130,35043,17296
"2015","53073",212284,100.7631,2106.764,20489,8891,4272,1808,19487,55016,0.4653,293700,8312,1536,207060,14410,29953,50746,11774,7022,7425,27410,15172
"2015","53077",248830,57.92725,4295.56,19303,9016,4261,2383,120244,47223,0.4583,163200,7623,2431,244383,16393,45830,52171,11073,5140,6813,26202,13052
"2015","54003",111901,348.4418,321.1469,10141,3923,1452,9164,,53548,0.3889,170600,2972,303,110582,7970,13986,30060,7134,4650,2359,10848,4505
"2015","54011",96844,344.6162,281.0199,9272,4799,2669,5103,,38839,0.4758,118500,5625,1481,92708,8517,18901,24371,3175,880,4567,12669,6705
"2015","54033",68714,165.1748,416.0077,6980,3936,1579,,,48285,0.4504,113200,2563,733,67577,4851,10961,20074,2474,1228,2251,5685,2582
"2015","54039",188332,208.813,901.9169,20005,11002,4412,13492,,45028,0.4443,110600,6987,3113,185558,13922,30697,54621,6308,2812,5460,23140,9076
"2015","54061",104236,289.4896,360.0683,7099,3282,1511,2666,,45880,0.5099,188800,4321,801,98298,14511,21313,20888,2076,992,4067,14183,7994
"2015","54081",77510,128.0404,605.3559,8569,4237,1881,,,37262,0.4353,105800,3274,1342,74825,6270,14750,22153,3823,1630,2736,7259,3471
"2015","54107",86452,236.0399,366.2601,9359,4506,2299,733,,39991,0.482,110600,4491,1506,85639,6077,15357,24686,3583,1564,4008,10058,5341
"2015","55009",258718,488.3759,529.7518,19930,10147,5139,5603,21383,54802,0.4219,159500,9582,1043,251116,12429,28684,67347,11176,7650,8810,34511,16015
"2015","55025",523643,437.4415,1197.058,37838,17111,8621,27796,32972,65202,0.4487,240800,16506,2225,509092,30271,58040,123911,24204,10650,15118,88160,41737
"2015","55027",88502,101.0673,875.674,7718,4447,2529,2010,,55832,0.3842,154100,2667,678,84268,2201,6439,23759,5035,1938,2249,10194,3829
"2015","55035",102105,160.0587,637.9224,8388,4056,2231,971,,51667,0.4338,152100,3778,369,97743,5208,13579,25960,5370,3182,3318,12522,6367
"2015","55039",101973,141.717,719.5537,9514,5037,2644,1620,,57620,0.4188,146700,2985,663,98824,3504,9103,29677,5882,3002,2371,9557,3941
"2015","55055",84559,151.9578,556.4637,7654,3614,1736,643,,62399,0.3745,174900,2108,305,80923,2984,7472,22760,4252,2594,1659,9605,3576
"2015","55059",168437,619.2387,272.0066,12259,6781,2345,12205,21583,55845,0.4359,164600,5902,344,164241,7946,20983,41839,9372,6786,5278,20352,9508
"2015","55063",118212,261.6749,451.7514,9789,6188,1892,1248,,49933,0.4847,157600,4821,780,113116,8908,17229,29613,6135,2946,4460,15486,7799
"2015","55071",79806,135.4223,589.312,8166,4737,2216,614,,50302,0.398,128800,2355,329,78914,3662,9087,25695,5178,2816,2055,8147,2855
"2015","55073",135868,87.94028,1545.003,12186,6534,3728,849,,55687,0.4437,151500,3176,1098,134386,5378,11920,39598,7855,4128,2911,13571,5388
"2015","55079",957735,3965.983,241.4874,65215,34890,18539,251506,138888,45859,0.4784,150400,57184,5096,934793,85258,188924,182833,49136,28844,52304,185504,96256
"2015","55087",183245,287.4172,637.5576,14259,6675,3800,2208,7519,59252,0.3995,157700,5001,657,179554,6079,17847,51515,9324,4552,4586,19279,8825
"2015","55089",87850,376.9474,233.0564,8663,4115,2793,1240,,79048,0.4933,250000,2123,621,87038,3143,4778,26339,5244,2584,1879,8188,3074
"2015","55097",70408,87.91974,800.8213,6139,3318,1391,449,,57244,0.4317,159900,2921,198,67141,3931,8423,19334,3677,2528,2577,8268,3558
"2015","55101",195080,586.6408,332.5374,17122,8845,3675,22460,24859,57232,0.4202,162000,6505,589,190508,7613,22697,52142,9734,4712,6040,21953,11919
"2015","55105",161448,224.8246,718.1066,14039,8397,2702,5434,,53777,0.4165,133300,5391,616,157767,10423,22903,44941,8689,4110,5123,18499,8776
"2015","55109",87513,121.1285,722.4808,6705,3150,1144,919,,71449,0.3778,215400,1120,214,86562,2417,4908,24947,4588,2092,790,7764,3739
"2015","55117",115569,226.04,511.2769,10539,5852,2879,1741,7120,57047,0.4041,145000,3663,708,112186,3828,9938,32697,5766,2822,3027,13354,5009
"2015","55127",102804,185.1503,555.2461,9470,4355,2451,1259,11676,58537,0.4236,188700,3546,774,99832,6100,12666,26030,6969,5026,3277,11076,5513
"2015","55131",133674,310.4133,430.6323,12225,6568,2811,1445,,69713,0.3729,219100,2289,762,131842,1974,5943,41108,7810,3982,2093,11252,4760
"2015","55133",396488,721.4059,549.6046,37440,19756,9988,5451,18581,77761,0.4378,261400,7070,1090,390237,6977,17117,117138,22717,12922,5881,38536,14804
"2015","55139",169546,390.2216,434.4865,13662,8147,3676,3919,,52136,0.4347,144200,6960,584,161227,8447,18815,44809,8808,5410,6279,23852,10512
"2015","55141",73435,92.61026,792.9467,7505,4249,2272,540,,50796,0.415,127600,1907,804,72657,3638,8323,22014,3290,1380,1721,7521,3636
"2015","56021",97121,36.15931,2685.92,8111,3496,2275,2474,14087,60599,0.4538,204500,3699,383,94892,3429,11975,24469,4697,2412,3369,12689,5980
"2015","56025",82178,15.38765,5340.515,5926,2817,1655,,,52886,0.4622,206400,2152,322,80175,5078,9326,20021,3826,2904,2087,11860,4609
"2015","72013",89648,711.8008,125.9453,9810,5507,2198,4001,,16033,0.5173,93800,3714,4319,88804,24461,43860,19392,4544,2342,3090,5241,3172
"2015","72021",189159,4267.59,44.32455,18853,13606,4444,14160,,24810,0.4862,139200,7950,6962,183455,35049,67116,47614,12375,10150,6596,13495,8117
"2015","72025",134481,2294.779,58.60302,13425,8305,2505,13405,,22686,0.5302,131500,5312,4207,133906,26569,52985,34982,8674,6652,4022,9786,4730
"2015","72031",161884,3571.85,45.32217,17788,10598,3978,30233,,27039,0.5115,148600,8334,3359,161226,23263,50299,43019,10927,7860,5719,15357,7943
"2015","72061",90879,3295.148,27.57964,9495,6169,2095,4578,,36446,0.6064,199700,2657,2601,90480,13173,23068,25043,7390,3614,1761,5524,2636
"2015","72097",79510,1024.015,77.64532,9207,5733,2171,2969,,13037,0.595,96800,5804,2517,78469,28633,42838,17641,3590,1726,4807,6840,4939
"2015","72113",149028,1298.19,114.7967,16007,8578,3709,7732,,15418,0.6039,95400,6775,6153,145935,44012,76601,32313,7446,4330,4481,9475,5102
"2015","72127",355074,7421.249,47.84558,36495,22824,12342,36363,348396,18933,0.6508,160400,28982,13101,350863,107915,160738,72172,23071,16630,22492,43774,26351
"2015","72135",74368,2752.68,27.01658,5581,2490,990,4737,,32618,0.4682,133800,1079,731,74275,8478,20889,18868,4827,2358,1079,1622,1079
"2015","72137",82065,3531.231,23.23977,8175,3523,2325,6777,,23392,0.4688,135400,1768,4528,81779,15045,30960,18034,5485,2638,1560,3156,1931
"2015","72139",69615,3352.649,20.76418,6753,3276,1475,,,30338,0.5047,148700,1808,3122,69318,12972,21543,16651,4352,2726,1062,3769,1210
"2016","01003",208563,131.1875,1589.808,24102,12609,3910,18821,,56732,0.4498,189100,4512,3023,205767,8091,23375,55766,11000,7778,4149,17164,8230
"2016","01015",114611,189.1617,605.8891,11229,5570,2163,24160,,41687,0.4692,115600,4756,1304,111622,6215,18193,28881,4515,1904,4292,13161,5144
"2016","01043",82471,112.221,734.8978,9125,4692,1267,1052,,39411,0.4518,133100,2323,917,81136,7497,11524,22882,4551,3096,1939,5452,2669
"2016","01049",70900,91.23735,777.0941,7460,3560,844,1087,,35963,0.4528,101600,2052,2095,69913,6013,15029,17811,2968,798,1611,4874,2578
"2016","01051",81799,132.2564,618.488,7416,2960,1614,,,52579,0.4535,171000,2364,853,77016,4054,11283,20614,4056,3570,2280,7112,4311
"2016","01055",102564,191.6066,535.2841,11157,5544,1984,16417,,41152,0.4477,109400,4086,574,101432,7768,16955,27141,5545,2592,3295,9944,3654
"2016","01069",104056,179.4482,579.8664,10210,5432,1861,27762,3380,42321,0.4799,126800,4463,822,102975,7912,20571,25069,4058,3178,3920,12618,6098
"2016","01073",659521,593.4741,1111.289,57279,29423,13179,279979,24554,50180,0.5145,152000,27831,7593,646109,45578,97105,163167,30709,19652,25203,87574,43535
"2016","01077",92318,138.2628,667.6996,9784,5091,2280,9513,,43427,0.4424,139400,2992,2058,90030,5219,12965,26056,5280,3664,2396,9272,3119
"2016","01081",158991,261.6912,607.552,11038,4984,1554,37968,,48056,0.4773,163400,7334,2075,152844,16796,29192,33985,6156,3262,7219,22081,10598
"2016","01083",92753,165.6483,559.9394,8496,3112,1835,14066,,50872,0.4602,151500,2426,1303,89756,4649,11995,22816,3345,1440,2050,7456,3351
"2016","01089",356967,445.3133,801.6088,29597,15996,5903,87415,17212,60503,0.4803,178200,12008,2736,348090,21617,49174,97615,14651,10554,11095,41670,20251
"2016","01095",95157,168.1688,565.842,9461,5624,905,2764,,42362,0.4788,121700,3246,1642,93424,9128,21870,23176,4148,1976,2961,9240,4460
"2016","01097",414836,337.4296,1229.4,38279,18062,7282,148001,11581,45744,0.4756,126800,18011,3648,404347,38130,78468,101203,21296,12144,16475,48701,25154
"2016","01101",226349,288.5767,784.3635,18468,9661,3720,130006,,45395,0.5013,126000,12558,1668,218667,15368,39278,52474,10780,6536,11603,35044,19100
"2016","01103",119012,205.4199,579.3597,11920,5770,2479,14431,,44378,0.4814,123500,3488,837,116996,8559,19679,33172,7416,6412,3124,9484,4044
"2016","01115",88019,139.2916,631.9045,8459,4466,1496,,,60158,0.3772,155800,1302,806,85982,4328,8971,26421,4735,2180,1302,3859,1642
"2016","01117",210622,268.1822,785.369,18385,7935,3352,24066,,73647,0.4305,199200,2968,417,207968,6894,16706,60196,10848,9132,2691,14778,5410
"2016","01121",80103,108.7208,736.7772,8319,4011,1467,26589,,39393,0.451,95200,2087,1151,76745,5310,12706,24186,5602,2782,1520,5861,2775
"2016","01125",206102,155.9397,1321.677,15511,6241,3639,66183,,47787,0.4748,168300,8943,2772,195321,17433,34792,44958,10144,6258,8396,24945,13864
"2016","01127",64967,82.11264,791.1937,7444,3711,1333,,,39068,0.438,89100,1531,797,64145,5747,13919,18555,3105,2444,1458,4083,2189
"2016","02020",298192,174.728,1706.607,19287,6652,3146,16102,26907,85634,0.4018,320800,4766,983,290571,7993,18302,64093,14786,7854,4522,39913,17608
"2016","02090",100605,13.70025,7343.299,6170,1999,437,4385,,77328,0.3756,226900,1198,1166,96375,5472,9580,20848,5592,3324,1119,11555,4791
"2016","02170",104365,4.241111,24607.94,7382,2484,797,1019,4983,69332,0.4351,244500,1312,786,102535,4829,9893,22843,5880,2956,1286,6295,3085
"2016","04001",73112,6.529335,11197.46,6498,3139,996,112,,34685,0.4892,72800,908,407,72147,13102,24122,14229,1748,426,631,3709,1149
"2016","04003",125770,20.40206,6164.575,15466,8457,2629,5077,44044,45508,0.4325,130100,4682,1496,117620,10945,26604,32453,7035,4694,4285,15169,6721
"2016","04005",140908,7.568105,18618.66,10498,4266,1883,2166,19486,55091,0.4525,272000,4549,1662,127592,12257,22902,28105,5936,4388,4253,16922,8542
"2016","04013",4242997,461.2358,9199.192,362189,185429,72311,230642,1302419,58737,0.4699,239300,110594,22297,4186451,304549,626082,909564,207156,148862,104276,563998,268629
"2016","04015",205249,15.4194,13311.09,34795,17608,6538,1614,33244,42423,0.4645,148700,7233,1969,200525,14813,35646,57400,13601,10308,6789,24345,11090
"2016","04017",110026,11.05801,9949.89,11143,5611,1576,755,12330,36998,0.4847,98700,3359,1987,107257,16712,30844,22928,3791,1476,2753,8111,3743
"2016","04019",1016206,110.6109,9187.215,110989,60334,22411,34344,373956,47560,0.4684,170300,42563,7438,987885,79305,181277,249357,56581,35692,39335,139122,70340
"2016","04021",418540,78.00072,5365.848,52074,25343,5993,18679,123040,52555,0.4407,166300,6893,3867,390971,33866,61143,97605,21440,13220,6082,27683,13336
"2016","04025",225562,27.76657,8123.511,40051,20373,6956,1130,,50420,0.4627,227500,5795,2753,218023,14699,28082,68441,18791,12738,5633,22246,11228
"2016","04027",205631,37.29234,5514.028,19458,15180,3358,3696,129159,43518,0.4269,123300,6635,1185,200375,10353,36136,49220,11033,7182,5013,21740,9439
"2016","05007",258291,304.7746,847.482,19986,9535,4069,3896,42298,63631,0.4329,170200,5530,1267,254895,9336,22874,62499,9148,4436,5315,29777,9983
"2016","05031",105835,149.6366,707.28,8544,4038,1876,15243,,43678,0.5027,135400,5127,1638,101106,6028,16602,21466,2703,1216,4872,16282,7276
"2016","05045",122227,188.6474,647.9124,8892,4009,1764,12771,,48506,0.4724,159900,3961,969,116948,9616,22285,26500,5550,3754,3791,15510,7644
"2016","05051",97477,143.8108,677.8142,12163,6539,2785,8471,,42826,0.4441,142600,4328,2494,95579,7771,17824,26080,3656,1794,3929,10532,5505
"2016","05069",70016,80.40926,870.7455,6651,3231,1505,40177,,37712,0.4748,88000,4512,586,64361,7006,14565,15633,2605,1822,3752,9978,4627
"2016","05085",72228,93.68945,770.9299,6078,3120,779,3884,,55837,0.39,137000,1714,1637,71386,4053,10548,17883,2751,1150,1573,6600,2465
"2016","05119",393250,518.4078,758.5726,33820,16174,6557,142430,23797,47387,0.5132,153800,19629,2191,386119,35335,68881,90170,16260,11824,17692,66643,31834
"2016","05125",118703,164.0525,723.5671,12278,7429,1159,8393,,64932,0.382,154100,2166,617,117274,2786,8802,34205,4865,2164,1703,8149,2887
"2016","05131",127793,240.2597,531.8953,11923,5223,2348,8645,,42053,0.4583,111900,6469,838,126075,8984,21913,29151,4672,2784,5688,20129,8418
"2016","05143",228049,242.0862,942.0157,15799,7669,3021,8608,37407,45679,0.4917,168100,11382,1647,220793,17165,36641,43633,5672,3180,10725,41123,18901
"2016","05145",79263,76.57539,1035.098,7165,3729,1487,,,42844,0.4236,117300,3728,820,75055,4606,10941,17626,2326,2064,3469,9761,5096
"2016","06001",1647704,2229.359,739.0933,127375,58931,29112,174855,371072,89979,0.4604,713600,42962,7281,1621485,84976,172923,297136,84459,56430,38240,260381,129006
"2016","06007",226864,138.6306,1636.464,23892,11582,5582,3563,36282,45177,0.4888,256500,11696,1289,220414,19316,43838,50192,12986,6132,11220,33185,21746
"2016","06013",1135127,1570.552,722.7566,99205,48402,22233,97413,288713,91045,0.4596,577000,19823,3897,1125444,41305,97049,249249,77056,52570,18216,135342,70317
"2016","06017",185625,108.6883,1707.865,22049,8337,5243,1795,23699,75772,0.4609,426800,2722,1217,184097,6835,15373,51573,16954,10260,2423,16156,7681
"2016","06019",979915,164.4488,5958.783,67743,32129,16222,47646,517263,48715,0.491,238100,46147,4618,966379,115689,247507,159297,43706,27854,44087,135750,82124
"2016","06023",136646,38.298,3567.967,14848,5414,2689,1172,15502,43130,0.5038,298300,6267,1089,133208,10796,26945,31056,9948,7896,5346,21042,13297
"2016","06025",180883,43.30888,4176.58,12720,7150,3263,4122,151497,49095,0.4746,170900,6234,1315,171694,18204,42303,27164,7325,3916,5281,15778,8446
"2016","06029",884788,108.8042,8131.925,55641,25234,10698,47668,467575,49903,0.4644,204200,31454,3778,852204,84946,193133,152882,44118,22520,29774,110389,60122
"2016","06031",149785,107.8039,1389.421,8027,4712,1636,10028,81140,53234,0.4321,190500,3917,1559,134875,9355,21565,20740,4747,2518,3866,20208,9282
"2016","06033",64116,51.02795,1256.488,9278,3905,1950,914,,42029,0.4763,217400,2628,655,63496,4529,12973,14426,3828,2196,2140,8725,4987
"2016","06037",10137915,2498.14,4058.185,742236,388753,177584,826516,4918830,61338,0.503,537900,367196,46402,9989112,665659,1628305,1460691,526788,418200,341339,1741679,1015445
"2016","06039",154697,72.38595,2137.114,12803,5593,2063,4535,88801,51657,0.4481,235400,4317,771,146347,11698,29736,26220,5833,4174,3911,16046,9605
"2016","06041",260651,500.7806,520.4894,31949,14337,7560,6114,41727,103845,0.5245,974600,5386,999,254073,8170,19762,65987,23866,18568,4781,38437,19547
"2016","06045",87628,24.99118,3506.357,11028,4463,1990,412,21866,43809,0.5156,333900,4021,1135,86359,7469,16881,19982,6366,4270,3791,14052,8361
"2016","06047",268672,138.8334,1935.212,16716,8213,4054,8492,158200,47739,0.4969,231300,8427,3925,263035,22926,53314,40269,10487,9084,7664,32859,16139
"2016","06053",435232,132.6691,3280.582,32034,15192,8015,11055,253843,63876,0.4514,481000,7590,2020,417791,15951,52257,61455,20654,14218,7194,60903,33685
"2016","06055",142166,189.9777,748.3301,14432,7820,3535,2718,48247,75077,0.4641,599300,3070,796,138247,4142,10032,31551,9908,6560,2806,17106,8532
"2016","06057",99107,103.4771,957.7675,15720,6458,3490,197,,59022,0.4784,381100,1479,510,98059,5857,10505,28824,10055,7378,1445,8964,4902
"2016","06059",3172532,4012.702,790.6223,250608,129954,62636,53602,1086691,81837,0.4695,654400,50375,11620,3136217,154088,346002,580247,193147,133106,47336,428261,242331
"2016","06061",380531,270.4393,1407.085,41508,20554,10089,5796,52567,85426,0.4571,442300,6517,1351,377789,16237,28064,97996,27492,15958,6110,37490,18741
"2016","06065",2387741,331.3412,7206.291,188926,101433,41199,152433,1156169,60134,0.4559,329600,48857,9802,2353864,151206,360386,449364,154734,121628,46510,243374,141179
"2016","06067",1514460,1569.486,964.9402,119931,58376,27935,148706,347638,59780,0.4649,326800,52528,6455,1494002,105395,245111,292993,79483,53966,48556,228671,124883
"2016","06071",2140096,106.6992,20057.28,144675,65231,27180,182864,1129893,56337,0.44,302600,57504,8566,2081216,148196,368528,362043,120155,83936,54435,253187,147797
"2016","06073",3317749,788.6931,4206.641,255604,125802,64417,165878,1112325,70824,0.4644,527600,81709,13973,3233771,184003,398475,573980,188253,137044,75089,509442,291002
"2016","06075",870887,18571.27,46.89431,70829,36640,21868,43468,132538,103801,0.5029,1024000,34694,4841,857255,41408,86900,134909,39416,30924,29393,213845,81936
"2016","06077",733709,526.9417,1392.391,53871,26242,10740,52126,302152,59518,0.4466,316000,22987,4337,720252,45905,103399,121969,33951,22434,21526,98566,52481
"2016","06079",282887,85.70649,3300.649,32641,14816,6697,5167,63172,70564,0.4376,547200,7319,1219,266721,18644,28364,66094,21342,15566,6526,37857,18014
"2016","06081",764797,1705.16,448.5191,65476,33193,17567,17413,189309,108627,0.4821,1002400,8833,2894,758012,22542,49373,154401,47758,31418,7942,104088,50914
"2016","06083",446170,163.1246,2735.148,35871,20194,9165,8202,201344,67436,0.4707,531200,10236,2198,428197,24282,59709,72261,23307,16476,9781,66214,39829
"2016","06085",1919402,1486.518,1291.207,138336,72626,34581,47142,497340,111069,0.4645,925700,33337,7100,1889316,90916,177431,356797,102323,69182,31218,265226,127777
"2016","06087",274673,617.0164,445.1632,25482,11363,4001,2908,92088,77613,0.4857,712800,7846,1830,263072,15978,36169,55734,18001,12844,6979,37986,22847
"2016","06089",179631,47.57963,3775.376,21469,11739,3285,1791,17562,46724,0.4655,237200,7273,699,176159,9968,30786,46484,15369,11282,6592,23568,13900
"2016","06095",440207,535.6801,821.7722,39216,17190,8190,64438,115178,73900,0.434,377900,9106,1488,428932,25578,49802,88064,25251,15484,8162,58793,30232
"2016","06097",503070,319.2368,1575.852,56376,23536,12183,8632,133617,73929,0.4481,565200,9484,4527,495490,20418,45561,113848,35257,21858,8341,67968,38356
"2016","06099",541560,362.0034,1496.008,40271,20977,7915,17096,247001,54305,0.4532,274300,17216,4424,536626,30483,76191,97542,28834,16292,16080,69554,40515
"2016","06101",96651,160.4384,602.4182,7520,4838,2141,1672,29441,51397,0.4662,254200,2766,592,95479,7405,17985,16868,3773,2446,2645,14592,7796
"2016","06107",460437,95.44016,4824.353,29544,14927,5723,6167,295148,45881,0.4554,186600,15070,3956,453738,43293,114290,77251,22762,15762,13808,52763,28401
"2016","06111",849738,461.0583,1843.016,72047,34843,16840,14929,361514,80135,0.4474,561400,13212,3954,837424,28053,79392,165292,52442,37320,12119,96290,56144
"2016","06113",215802,212.6598,1014.776,15163,6971,3792,5476,68027,64904,0.5057,408500,8847,1367,207888,24882,41907,36269,8829,4692,8140,33329,17794
"2016","06115",75275,119.0988,632.0381,5189,1788,1166,2331,20931,49259,0.4444,253800,3173,156,73573,4928,10921,14151,4182,2400,2901,12129,6965
"2016","08001",498187,426.7888,1167.292,31252,13385,5144,15865,197275,66033,0.4006,275100,9374,1226,492398,19500,57822,106009,24918,16472,8815,54755,29824
