"year","fips","gini_uw","gini_w","iv_gini_uw","iv_gini_w","total_population","land_area","pop_density","pop_65_74","pop_75_84","pop_85_up","black_pop","hispanic_pop","hh_inc","home_value","poor_renter_units","pov_universe","extreme_pov_pop","pov_pop","owner_units","burdened_owners1","burdened_owners2","poor_burdened_renters","renter_units","burdened_renters","med_rent_2br","real_gdp","rucc_2013","acs_gini","poverty_rate","extreme_pov_rate","pct_black","pct_hispanic","pct_burdened_owners","pct_burdened_renters","pct_poor_burdened"
2007,"01083",0.397638554141389,0.398647492540124,0.455584852580754,0.455877883895178,73898,130.09079927293,568.049396367857,4721,2752,1022,,,46583,115600,2249,71295,2004,8688,19911,3837,2606,1587,5312,1907,604,2.808975,2,0.40599998831749,12.1859877971807,2.8108563012834,,,19.2707548591231,35.8998493975904,70.5646954201868
2007,"01089",0.435651369659017,0.436538109680411,0.433251137493762,0.433356541931106,312734,388.526866239566,804.922457555787,22546,11648,4187,74627,8577,51931,150600,11691,303191,13150,35119,85632,16197,9760,10189,32577,14116,604,17.480531,2,0.437999993562698,11.583127467504,4.3371999828491,23.8627715566584,2.74258635134012,18.9146580717489,43.3311845780766,87.1525104781456
2007,"01095",0.46688177133931,0.468442388441366,0.431912514314043,0.432384517575934,87644,154.558663356513,567.059769388894,6774,4117,1439,2091,,34153,98300,4445,86917,8348,19970,24452,5143,3302,3694,7670,4295,511,2.894447,4,0.477999985218048,22.9759425658962,9.60456527491745,2.38578796038519,,21.033044331752,55.9973924380704,83.1046119235096
2007,"01097",0.455620812165181,0.457132430371253,0.461442760511841,0.461910422354263,404406,327.961224416946,1233.09089578794,26576,16820,6143,138863,6706,37391,114700,18132,396101,39289,83657,103140,25939,14492,15176,42287,21840,629,16.998538,2,0.477999985218048,21.1201183536522,9.91893481712997,34.3375221930436,1.65823454647063,25.1493116152802,51.647078298295,83.6973306860799
2007,"01101",0.467969114133254,0.46909951549447,0.456723118621753,0.457069302029591,225791,285.89707766949,789.763231721538,13804,9242,3768,121111,,41143,121300,11536,214474,15770,38604,56637,15262,9790,10159,28826,14301,667,12.432621,2,0.493000000715256,17.9993845407835,7.35287260926732,53.6385418373629,,26.947048749051,49.6114618746965,88.0634535367545
2007,"01103",0.409549354604255,0.410522446567533,0.458134278599789,0.458518234255028,115050,197.607955391835,582.213402147036,8834,5304,1725,12921,,42990,107100,3565,114247,3072,17623,34038,6007,2930,2503,9974,3057,527,4.884995,3,0.416999995708466,15.4253503374268,2.68891086855672,11.2307692307692,,17.6479229096892,30.6496891918989,70.2103786816269
2007,"01115",0.396168115083948,0.397185307553404,0.400009353918615,0.400287703630211,76609,120.881624139777,633.752239392614,4764,3199,522,,,50829,117300,738,74572,2389,6988,21515,4422,3220,615,3735,910,619,1.518692,1,0.398000001907349,9.37080941908491,3.20361529796707,,,20.5531024866372,24.3641231593039,83.3333333333333
2007,"01117",0.414398407722665,0.415082400712648,0.414735075121459,0.414716836229032,182113,229.16106171904,794.694345688088,9518,4328,2189,18401,,66391,196900,3261,180627,4872,12809,56432,13160,7260,2536,12047,4984,619,8.34243,1,0.44200000166893,7.09140936847758,2.69727117208391,10.1041660946775,,23.3201020697477,41.3712957582801,77.7675559644281
2007,"01121",0.439461900005034,0.441119650301193,0.443168984446794,0.443801259176929,80255,108.521354243254,739.531869645728,5953,3851,1210,,,39297,83700,3943,76871,5831,13671,22681,4397,2966,3216,7503,3752,493,2.865973,4,0.439000010490417,17.7843399981788,7.58543533972499,,,19.3862704466293,50.0066640010662,81.5622622368755
2007,"01125",0.452108204480833,0.453449656220652,0.500297708310019,0.500937187547144,177906,134.332467959605,1324.37081445938,10448,7725,1402,54558,,40943,149900,11572,169830,16976,32514,45044,10579,7310,10201,24292,13978,642,9.647691,3,0.479999989271164,19.1450273803215,9.99587823117235,30.6667566018009,,23.4859248734571,57.5415774740655,88.1524369166955
2007,"01127",0.463631155935064,0.465214345418298,0.412139117208928,0.412611879720429,68816,86.6273401555405,794.391238106122,5755,3447,1516,,,34478,81800,2258,68458,6635,14306,19715,4760,1808,1784,4478,2206,461,1.937258,1,0.504999995231628,20.8974845890911,9.69207397236262,,,24.1440527517119,49.2630638677981,79.007971656333
2007,"02020",0.402734817329771,0.399503259334766,0.409506982092571,0.409456859380858,279671,164.782312792295,1697.21492107299,11065,5108,1945,17642,21996,68726,277500,7523,274912,7936,20113,62220,19705,12076,7080,38520,17337,989,18.04841,2,0.412000000476837,7.31615935281108,2.88674193923874,6.30812633415692,7.86495560855434,31.669881067181,45.0077881619938,94.1113917320218
2007,"02090",0.390454248594758,0.388155801355618,0.398069010450794,0.398211893303467,97484,13.2338818084657,7366.24381348484,3425,1661,241,5514,6111,65327,213500,1963,91325,3547,5950,19269,5614,2726,1740,12751,5406,901,5.886569,3,0.388999998569489,6.51519299206132,3.88393101560361,5.65631283082352,6.26872102088548,29.1348798588406,42.3966747706062,88.6398369842078
2007,"02170",0.392194239273989,0.390239753925456,0.387408532739728,0.387489298347097,82669,3.34942647902458,24681.5389194854,3963,1596,545,493,2893,65321,221000,982,81503,3578,7188,17740,5561,3968,861,3682,1709,815,1.71681,2,0.386000007390976,8.81930726476326,4.39002245316123,0.59635413516554,3.49949799804038,31.3472378804961,46.4149918522542,87.6782077393075
2007,"04001",0.454405950241253,0.456966426005271,0.466032515782259,0.467471315277002,69980,6.24549356361199,11204.8790519493,4674,2133,730,152,,30534,79300,947,68808,13119,23286,14194,1493,622,560,3446,719,547,2.364959,6,0.462000012397766,33.8419951168469,19.0660969654691,0.217204915690197,,10.5185289558969,20.8647707486941,59.1341077085533
2007,"04003",0.405935032130834,0.406881518763839,0.449861646761395,0.450231803480547,127866,20.7256788633988,6169.44809589852,11495,7090,2802,5030,40158,44499,156100,4033,123220,8327,19046,33419,7873,5376,3812,13332,6841,663,4.529915,3,0.425000011920929,15.4569063463723,6.757831520857,3.93380570284517,31.4063159870489,23.5584547712379,51.3126312631263,94.5202082816762
2007,"04005",0.428482346594607,0.429211702177108,0.439537504695428,0.439687560286475,127450,6.84573763749886,18617.4239722346,6664,2710,971,652,15195,49633,288500,3708,123538,8995,19890,27513,8168,5346,3541,14429,6860,996,6.298236,3,0.439999997615814,16.1003092165973,7.28116045265424,0.51157316594743,11.9223224794037,29.687783956675,47.5431422829025,95.4962243797195
2007,"04013",0.423444033067274,0.423826727540031,0.426661665170838,0.42670585063546,3880181,421.61500585722,9203.1378060439,222272,152071,57867,169619,1182656,54730,268900,98981,3834022,234829,501988,904477,307625,223040,93523,406365,206390,782,196.923543,1,0.446999996900558,13.0929869468668,6.12487356619237,4.37141978686046,30.4794028938341,34.0113678954799,50.7893150246699,94.4858104080581
2007,"04015",0.412379884827924,0.413150958213941,0.431303366562701,0.431489128930909,194944,14.6446252473648,13311.6414184159,21537,15232,3898,1336,27388,39991,204600,4140,190205,11230,24004,50793,14616,10082,3818,19748,10172,719,5.299272,3,0.430000007152557,12.6200678215609,5.90415604216503,0.68532501641497,14.0491628365069,28.7756186876144,51.5090135709945,92.2222222222222
2007,"04017",0.414883569167086,0.416246198306273,0.43125849205131,0.431812828295081,111273,11.1796413862498,9953.18151589891,7913,4314,1078,1458,,40190,126900,2226,108481,12675,24730,24116,4494,1290,1468,8480,2120,653,3.513815,4,0.421999990940094,22.7966187627326,11.6840737087601,1.31029090614974,,18.6349311660309,25,65.947888589398
2007,"04019",0.444779497387003,0.445608448869864,0.437623474520034,0.437781712534308,967089,105.275535613875,9186.26530238751,70270,54398,18546,31907,316229,43546,210700,42782,948471,68352,142304,236973,69773,44384,38698,128050,67412,772,38.516783,2,0.458999991416931,15.0035161855239,7.20654611474679,3.29928269269943,32.6990587215861,29.4434387039874,52.6450605232331,90.4539292225702
2007,"04021",0.381230856693119,0.38195689650771,0.391114253282325,0.391274572629397,299246,55.7297200235708,5369.59453364263,21654,15988,2760,9959,88672,50228,197500,6210,280904,16355,34661,83144,25205,15742,5578,24222,10430,782,6.782266,1,0.388999998569489,12.3390909349813,5.82227380172586,3.32803111821044,29.6318079439658,30.3148753969018,43.060028073652,89.8228663446055
2007,"04025",0.41254079010898,0.413249547762363,0.422416889730061,0.422574516921307,212635,26.175934488841,8123.30119830671,23766,17895,5906,867,27491,44408,253400,6145,209699,12609,27502,59936,18859,12262,5586,23538,12562,791,6.405371,3,0.428000003099442,13.1149886265552,6.01290421032051,0.407740964563689,12.9287276318574,31.4652295782168,53.3690203075877,90.9031733116355
2007,"04027",0.409689728254903,0.410575142801824,0.421760942929145,0.422073756190259,190557,34.5582014795385,5514.08903940868,16945,13927,3791,3061,105831,40733,151600,5126,184318,13095,32464,48894,12973,8120,3999,18830,8116,733,7.193042,3,0.414000004529953,17.6130383359194,7.10456927701038,1.60634350876641,55.5377131252066,26.5329079232626,43.101433882103,78.0140460397971
2007,"05007",0.427816753057417,0.427729858560123,0.412984638485808,0.413039936566697,203107,240.080919416429,845.993927771093,12494,8716,2707,2696,28676,48373,163200,5335,200198,7435,24916,52078,11411,5836,5005,19485,8007,614,9.060595,2,0.437999993562698,12.4456787780098,3.71382331491823,1.32737916467675,14.1186665156789,21.9113637236453,41.0931485758276,93.8144329896907
2007,"05031",0.44327522843799,0.443224385224977,0.440318422880336,0.440698962881354,91552,128.794180467491,710.839571071371,5752,3819,1213,10074,,40873,103900,5785,87593,7024,14150,23273,3258,1738,4991,11139,5939,553,3.36929,3,0.449999988079071,16.1542589019671,8.01890562031213,11.0035826634044,,13.9990546985778,53.3171738935272,86.2748487467589
2007,"05045",0.454321995102969,0.454415957157145,0.442542119864416,0.442737562432781,104865,161.984068100315,647.37848129026,5662,3032,1319,11394,,44280,135600,5214,99133,6601,16273,25523,5074,3338,4930,11720,6074,654,3.081822,2,0.46000000834465,16.4153208316101,6.65873119949966,10.865398369332,,19.8801081377581,51.8259385665529,94.5531261986958
2007,"05051",0.476993780438953,0.47715049423114,0.45922025398772,0.45952422047451,96371,142.303267182454,677.222680182304,9677,7850,2889,8605,,34947,127000,5508,95301,5239,18010,25505,5355,3136,4474,11518,5744,633,2.818474,3,0.469999998807907,18.898017859204,5.49731902078677,8.92903466810555,,20.9958831601647,49.869769057128,81.2273057371097
2007,"05069",0.434506945455154,0.43416543753365,0.445569948504478,0.446435681175885,78986,89.2683472539312,884.815306094083,5121,3682,1275,41074,,36725,69400,5116,75881,8990,18978,18212,3203,2310,4784,10033,5444,587,3.314716,3,0.444000005722046,25.0102133603932,11.8474980561669,52.0016205403489,,17.5873050735779,54.2609389016246,93.5105551211884
2007,"05119",0.454817863526398,0.454885671386788,0.458256683541333,0.458506445443401,373911,485.08157538224,770.820865965403,23920,14385,6108,129784,15127,44754,134700,18947,369054,20356,57310,97000,20759,13552,16458,50974,24986,654,26.176913,2,0.476999998092651,15.5288927907569,5.51572398619172,34.7098641120481,4.04561513301294,21.4010309278351,49.017145995998,86.8633556763604
2007,"05125",0.384965430717301,0.385042855351642,0.378934296776004,0.379044693378837,96212,132.988395733788,723.461618354989,7380,4432,1121,4641,,50094,122300,2130,94560,4320,11287,26879,4380,1668,2057,6935,3167,654,1.730133,2,0.382999986410141,11.9363367174281,4.56852791878173,4.82372261256392,,16.2952490792068,45.6669069935112,96.5727699530516
2007,"05131",0.455737329840988,0.455626834943527,0.442477361495182,0.442715332139078,121766,227.072231314248,536.243464448484,8164,5164,2057,7229,,39919,108900,7031,120318,7655,19688,28227,5100,2658,5177,18055,7501,524,6.631796,2,0.486000001430511,16.3633039113017,6.36230655429778,5.93679680699046,,18.0678074184292,41.5452783162559,73.6310624377756
2007,"05143",0.443284045198417,0.443317298317676,0.422927755440783,0.423169722439315,194292,204.578785747315,949.717241160964,10361,6135,2382,5801,25639,42689,161000,9493,185860,12020,29589,44078,9007,6964,8916,29178,13314,614,8.088287,2,0.462999999523163,15.9200473474658,6.46723340148499,2.98571222695736,13.196117184444,20.4342302282318,45.6302693810405,93.9218371431581
2007,"05145",0.426703719224841,0.42651876009298,0.425261915678708,0.425491129110999,73441,71.0240893081141,1034.0294499434,5178,3925,976,3326,,36859,91200,2706,68607,3003,10412,17804,2921,1930,1902,7199,2811,526,1.892613,4,0.430000007152557,15.1762939641728,4.37710437710438,4.52880543565583,,16.4064255223545,39.0470898735936,70.2882483370288
2007,"06001",0.434141825781542,0.433920581147373,0.440016950386526,0.440063876774504,1464202,1985.16447976592,737.57213315274,81529,52006,23325,189722,312752,68740,651800,51545,1430125,73846,157927,296754,131577,108662,46419,209856,106397,1352,95.433325,1,0.458000004291534,11.0428808670571,5.16360458001923,12.9573651722918,21.3598943315198,44.3387452233163,50.7000038121379,90.0552914928703
2007,"06007",0.449196121560208,0.448925545160064,0.43569139065028,0.435873110023008,218779,133.443454639185,1639.48843044833,14843,11642,5689,3312,27388,39529,288100,12823,214883,14429,36015,50196,19206,11354,11927,32915,21146,748,8.255625,3,0.462999999523163,16.7602835031157,6.71481690035973,1.51385644874508,12.518568966857,38.2620129093952,64.244265532432,93.0125555642205
2007,"06013",0.414612814484291,0.414386997467356,0.426415528205574,0.426367064722375,1019640,1416.27280331672,719.946042607145,63281,40127,17053,93122,228114,76436,622200,21030,1009606,43346,89483,259008,121035,101528,18893,101907,55668,1352,75.714758,1,0.45100000500679,8.86316048042504,4.29335800302296,9.13283119532384,22.3720136518771,46.7302168272795,54.626276899526,89.8383262006657
2007,"06017",0.407808228926747,0.407555442717421,0.411422351839291,0.411374451807413,175689,102.691238467084,1710.84702670437,11199,6046,2649,828,20056,64188,506500,3543,174269,7012,15690,48700,23292,16020,3271,18193,8575,1043,6.453579,1,0.428000003099442,9.00332244977592,4.0236645645525,0.471287331591619,11.4156264763303,47.8275154004107,47.1335128895729,92.3228902060401
2007,"06019",0.439490496425474,0.439253551265133,0.441218515310386,0.441450829004431,899348,150.828344282478,5962.72540336093,43893,29254,14014,44318,433427,47298,296300,39904,880659,73517,176194,156121,57985,41934,36345,116707,62794,760,37.155855,2,0.456000000238419,20.0070628926747,8.34795306696462,4.92779213385697,48.1934690464648,37.1410636621595,53.8048274739304,91.081094627105
2007,"06023",0.442717780588183,0.442498674403876,0.428466837520189,0.428715303409686,128864,36.0712238571139,3572.48760148696,8168,5084,2770,1482,10497,36870,321000,6089,125131,9374,20887,30201,9175,6650,5776,18530,11230,755,5.073665,5,0.474999994039536,16.6921066722075,7.49134906617864,1.15004966476285,8.14579711944376,30.3797887487169,60.6044252563411,94.8595828543275
2007,"06025",0.465603453111164,0.465368387246083,0.431770642713152,0.43195095457529,161867,38.7730237992599,4174.73243350934,8269,6313,2143,5209,123318,31912,247000,11079,151097,13880,32564,22774,8850,5806,9017,22085,11732,710,6.535511,3,0.477999985218048,21.5517184325301,9.18615194212989,3.21807409787047,76.1847689769996,38.860103626943,53.122028526149,81.3882119324849
2007,"06029",0.425257135907626,0.42501073146587,0.440712166202632,0.440856114962186,790710,97.1273121742499,8140.9644959745,37854,23392,8316,46146,365836,47105,256800,25314,750685,59846,136006,147433,59866,48966,24075,85742,42092,683,46.176363,2,0.448000013828278,18.1175859381765,7.97218540399768,5.8360207914406,46.2667729003048,40.6055632049812,49.091460427795,95.1054752310974
2007,"06031",0.392705376895541,0.392515926001737,0.403100733429818,0.403094567813718,148875,107.027876925118,1390.99274205131,5947,3505,1159,11882,71812,46756,240700,4182,127644,6969,19310,23136,8926,6082,3637,13240,6089,671,6.195409,3,0.40200001001358,15.1280122841653,5.45971608536241,7.98119227539882,48.2364399664148,38.5805670816044,45.9894259818731,86.9679579148733
2007,"06033",0.437274527117463,0.437002219048421,0.389002053891985,0.389059842666782,64664,51.4039083305669,1257.95882258914,6246,3876,1046,1177,,40946,301800,2206,63706,3655,9904,16763,6995,4118,1712,5747,3554,752,1.975681,4,0.439999997615814,15.5464163501083,5.73729319059429,1.82017815167636,,41.7288074926922,61.840960501131,77.6065276518586
2007,"06037",0.450516591928421,0.450275702134421,0.458694381402319,0.458775665036755,9878554,2432.61948268904,4060.87103646813,533723,360173,135714,872098,4677411,53573,589100,392676,9729065,583253,1426762,1550387,715734,655308,364830,1556668,864580,1371,581.24574,1,0.493000000715256,14.664944678651,5.99495429416907,8.82819489573069,47.3491464439026,46.1648607734714,55.5404235199799,92.9086575191761
2007,"06039",0.424821095761177,0.42459402228529,0.432845614005176,0.433050678255163,146513,68.5966777512777,2135.86145572875,7140,5569,2156,5799,73536,44975,332200,3643,137699,9220,19904,26983,11474,6724,3298,14520,7500,737,5.125657,3,0.455000013113022,14.4547164467425,6.69576394890304,3.95801055196467,50.1907680547119,42.5230700811622,51.6528925619835,90.529783145759
2007,"06041",0.422968789414263,0.422729861134074,0.437462595680806,0.437402746015848,248096,477.288531915827,519.802977465533,19989,13442,5208,7865,33956,83870,918700,5498,240119,7776,15331,64575,27596,23770,4594,32892,17981,1702,16.892228,1,0.497000008821487,6.38475089434822,3.23839429616149,3.1701438152973,13.686637430672,42.7348044909021,54.6667882767846,83.5576573299382
2007,"06045",0.421465923533175,0.421244337286237,0.450128981454762,0.450388479891639,86273,24.586414598018,3508.97035661941,6150,4737,1582,318,,42941,469000,3338,83990,4343,12480,21274,8354,7652,2747,11587,5870,841,3.361669,4,0.428000003099442,14.8589117752113,5.17085367305632,0.368597359544701,,39.2685907680737,50.6602226633296,82.2947872977831
2007,"06047",0.444024284416102,0.443778745787867,0.431029932799405,0.431247577934308,245514,127.295429766236,1928.69453719477,12221,7814,3135,9136,128742,44410,323700,10704,241069,17511,46817,41213,18192,15480,9802,28805,16537,691,9.030257,2,0.462999999523163,19.420580829555,7.26389539924254,3.72117272334775,52.4377428578411,44.141411690486,57.4101718451658,91.5732436472347
2007,"06053",0.41581605633832,0.415589705000687,0.422367773770989,0.422356023291657,407637,122.710039450016,3321.9531329875,20164,15875,4755,13123,212688,57056,658700,9460,388555,14888,45120,64401,31194,29914,8522,58488,28441,1197,21.800127,2,0.453999996185303,11.6122556652211,3.83163258740719,3.21928578612834,52.1758329101627,48.4371360693157,48.6270688004377,90.0845665961945
2007,"06055",0.423423793967522,0.423214572959712,0.430523292748968,0.430599907981093,132565,175.877800261285,753.733557066672,9678,6022,3942,2512,39089,62081,643400,2969,126104,4864,12113,32132,14650,12476,2532,15767,8169,1167,8.41826,3,0.462000012397766,9.60556366173952,3.85713379432849,1.89491947346585,29.4866669181156,45.5931781401718,51.8107439589015,85.2812394745706
2007,"06057",0.38745270185117,0.387261711963152,0.425197936521849,0.425191697991609,97027,101.3217412182,957.612836430129,8730,6535,2218,394,,59150,477900,1796,95419,3403,8961,28056,12326,12684,1668,10684,5666,951,3.846886,4,0.405000001192093,9.39121139395718,3.56637566941594,0.406072536510456,,43.9335614485315,53.0325720703856,92.8730512249443
2007,"06059",0.411620902299469,0.411392896822338,0.424878533568334,0.424837480945724,2997033,3796.57549092135,789.404295309477,175257,113541,42982,52818,998032,73263,670600,50021,2952969,104720,263300,609247,262186,217738,46365,348048,191960,1485,199.424036,1,0.456999987363815,8.91644985098049,3.54626140674013,1.76234295718466,33.3006676936824,43.034434309894,55.1533121868248,92.6910697507047
2007,"06061",0.398675885581159,0.398460387900654,0.411300676806885,0.411225088176495,332920,237.060489254098,1404.36730324619,24575,17877,6631,4828,38808,69076,483700,6034,331537,8760,20267,89164,37970,27764,5549,35824,18520,1043,15.486686,1,0.416999995708466,6.11304318974956,2.64223902611172,1.45019824582482,11.6568544995795,42.5844511237719,51.6971862438589,91.9622141199867
2007,"06065",0.416288872309454,0.416085185077408,0.418627672332973,0.418651917615902,2073571,287.70151771937,7207.36899977915,110955,94341,27783,126648,896116,58145,406300,40960,2038160,90671,239231,449503,218582,178492,37204,187730,105932,974,67.147236,1,0.441000014543533,11.7375966558072,4.44866938807552,6.10772430748694,43.2160750704943,48.6274841324752,56.4278485058328,90.830078125
2007,"06067",0.407282605914395,0.407061211494478,0.416539615563618,0.416606322465099,1386667,1435.9909759038,965.651611513258,77967,54471,21255,140486,272182,56987,370600,51377,1358323,65572,165031,306704,129079,94150,45524,189253,102241,1043,75.392406,1,0.421000003814697,12.1496138989033,4.82742322702332,10.1311994876924,19.628504896994,42.0858547655068,54.0234500906194,88.6077427642719
2007,"06071",0.398627637782172,0.398422021633942,0.411098112751375,0.411158194500604,2007800,100.127186661183,20052.495899981,90152,56678,18719,177042,938798,56428,387000,43480,1960812,98272,231662,384298,174293,142176,40827,195081,106747,974,74.611819,1,0.40599998831749,11.8145951779161,5.01180123336658,8.81771092738321,46.7575455722682,45.3536057955024,54.7193217176455,93.8983440662373
2007,"06073",0.423914418765159,0.423693204002738,0.432751458145828,0.43276550257404,2974859,708.31816934173,4199.89085239005,159487,123524,47709,149870,901369,61794,556500,90358,2879301,139552,320378,581643,258077,209816,84297,440003,243764,1205,183.049151,1,0.45100000500679,11.1269367113754,4.84673189777658,5.03788582921073,30.299553693133,44.3703440082662,55.4005313600135,93.2922375439917
2007,"06075",0.458598295487196,0.458351412019005,0.467720211769827,0.467776811326537,764976,16382.5836986848,46.6944661519668,52070,40161,18649,51103,106914,68023,830700,40166,758003,31952,79536,121328,52221,42420,33692,192380,82125,1702,94.488914,1,0.518999993801117,10.4928344610773,4.21528674688623,6.68034029825772,13.9761247411684,43.0411776341817,42.6889489551928,83.8818901558532
2007,"06077",0.420224378616603,0.419995357834963,0.423386308198849,0.423450137028923,670990,479.524387930314,1399.28232408799,34019,23075,9453,51058,244129,52470,399500,19026,651326,28807,92159,130681,61232,55958,17508,71529,39578,914,25.232441,2,0.435999989509583,14.1494428289367,4.42282359371498,7.60935334356697,36.3834036274758,46.8560846641822,55.3314040459114,92.0214443393251
2007,"06079",0.439451312113181,0.43926767948542,0.449008140161899,0.449136776992332,262436,79.4220556089064,3304.32142542745,18189,13355,6238,5322,49364,56952,578900,10633,243449,15225,28729,59468,23644,18768,10343,41441,24572,1012,13.692089,2,0.467999994754791,11.8008289210471,6.25387658195351,2.02792299836913,18.809919370818,39.7591982242551,59.2939359571439,97.2726417756043
2007,"06081",0.402459141157469,0.40223252736305,0.4234010833713,0.423334977051383,706984,1574.3408752304,449.066660926615,46896,30248,15557,21160,162508,83109,843100,10852,701804,16576,41057,155215,64880,53814,10063,91987,42435,1702,60.62989,1,0.469999998807907,5.85020889023146,2.36191301275,2.99299559820307,22.9860930374662,41.8000837547917,46.1315185841478,92.7294507924806
2007,"06083",0.43557419547341,0.435326258679077,0.448703608548794,0.448710839883283,404197,147.678228638964,2737.0114317132,24969,20347,6617,6124,156500,58401,641800,14162,389736,20688,46538,75839,32235,27622,13012,61452,37069,1224,22.828218,2,0.46900001168251,11.9409035860172,5.30820863353655,1.51510278403848,38.7187435829558,42.5045161460462,60.3218772375187,91.8796780115803
2007,"06085",0.410218990418466,0.409995204533733,0.428172726022149,0.428142527100438,1748976,1355.07310624772,1290.68755917016,101651,62976,22120,44510,449133,84360,758100,38073,1715539,68333,143154,352848,147411,118528,33630,218896,102418,1315,153.507952,1,0.451999992132187,8.34454943898098,3.98317963042519,2.54491771184968,25.6797691906578,41.7774792545232,46.7884292083912,88.3303128201087
2007,"06087",0.433410012912314,0.433154346570867,0.443958819640403,0.444001485652788,251747,565.41689141724,445.241385288271,13305,9265,3753,1640,72453,63778,756800,7559,243081,10913,24551,55748,25804,21490,6880,36503,20614,1466,11.488184,2,0.462999999523163,10.0999255392236,4.48945001871804,0.651447683587093,28.7800847676437,46.2868623089618,56.4720707887023,91.0173303347003
2007,"06089",0.436225593789936,0.436022779245572,0.434482179885862,0.43469600474051,179427,47.4023169716801,3785.1947217516,13652,9276,3975,1541,,41901,255500,6882,176751,8183,22551,44423,16860,15990,6064,23131,12283,713,7.333018,3,0.448000013828278,12.7586265424241,4.62967677693478,0.85884510135041,,37.9533124732684,53.1018978859539,88.1139203719849
